id,daily_report_date,daily_report_timing,project_boq_scope_id,project_id,request_date,used_material,line_id
1672,05/06/2025,evening,159,254,,19,117
1673,05/06/2025,evening,160,254,,0,121
1674,05/06/2025,evening,167,254,,0,2
1675,05/06/2025,evening,178,254,,0,5
1676,05/06/2025,evening,176,254,,0,17
1677,05/06/2025,evening,177,254,,0,165
1678,05/06/2025,evening,170,254,,0,21
1679,05/06/2025,evening,172,254,,0,28
1680,05/06/2025,evening,175,254,,0,31
1681,05/06/2025,evening,171,254,,0,35
1682,05/06/2025,evening,180,254,,0,152
1683,05/06/2025,evening,168,254,,0,156
1684,05/06/2025,evening,169,254,,0,157
1685,05/06/2025,evening,173,254,,0,163
1686,05/06/2025,evening,174,254,,0,164
1687,05/06/2025,evening,179,254,,0,166
1688,05/06/2025,evening,181,254,,0,167
1689,05/06/2025,evening,156,254,,0,49
1690,05/06/2025,evening,165,254,,0,55
1691,05/06/2025,evening,163,254,,0,57
1692,05/06/2025,evening,158,254,,0,59
1693,05/06/2025,evening,157,254,,0,60
1694,05/06/2025,evening,164,254,,0,62
1695,05/06/2025,evening,161,254,,0,65
1696,05/06/2025,evening,162,254,,0,74
1697,05/06/2025,evening,166,254,,0,162
1698,05/06/2025,evening,124,253,,0,102
1699,05/06/2025,evening,123,253,,0,103
1700,05/06/2025,evening,125,253,,0,107
1701,05/06/2025,evening,122,253,,0,113
1702,05/06/2025,evening,129,253,,0,117
1703,05/06/2025,evening,130,253,,0,121
1704,05/06/2025,evening,137,253,,0,2
1705,05/06/2025,evening,148,253,,0,5
1706,05/06/2025,evening,146,253,,0,17
1707,05/06/2025,evening,147,253,,0,165
1708,05/06/2025,evening,140,253,,0,21
1709,05/06/2025,evening,142,253,,0,28
1710,05/06/2025,evening,145,253,,0,31
1711,05/06/2025,evening,141,253,,0,35
1712,05/06/2025,evening,150,253,,0,152
1713,05/06/2025,evening,138,253,,0,156
1714,05/06/2025,evening,139,253,,0,157
1715,05/06/2025,evening,143,253,,0,163
1716,05/06/2025,evening,144,253,,0,164
1717,05/06/2025,evening,149,253,,0,166
1718,05/06/2025,evening,151,253,,0,167
1719,05/06/2025,evening,126,253,,0,49
1720,05/06/2025,evening,135,253,,0,55
1721,05/06/2025,evening,133,253,,0,57
1722,05/06/2025,evening,128,253,,0,59
1723,05/06/2025,evening,127,253,,0,60
1724,05/06/2025,evening,134,253,,0,62
1725,05/06/2025,evening,131,253,,0,65
1726,05/06/2025,evening,132,253,,0,74
1727,05/06/2025,evening,136,253,,0,162
1729,06/06/2025,evening,124,253,,0,102
1730,06/06/2025,evening,123,253,,0,103
1731,06/06/2025,evening,125,253,,0,107
1732,06/06/2025,evening,122,253,,0,113
1733,06/06/2025,evening,129,253,,0,117
1734,06/06/2025,evening,130,253,,0,121
1735,06/06/2025,evening,137,253,,0,2
1736,06/06/2025,evening,148,253,,0,5
1737,06/06/2025,evening,146,253,,0,17
1738,06/06/2025,evening,147,253,,0,165
1739,06/06/2025,evening,140,253,,0,21
1740,06/06/2025,evening,142,253,,0,28
1741,06/06/2025,evening,145,253,,0,31
1742,06/06/2025,evening,141,253,,0,35
1743,06/06/2025,evening,150,253,,0,152
1744,06/06/2025,evening,138,253,,0,156
1745,06/06/2025,evening,139,253,,0,157
1746,06/06/2025,evening,143,253,,0,163
1747,06/06/2025,evening,144,253,,0,164
1748,06/06/2025,evening,149,253,,0,166
1749,06/06/2025,evening,151,253,,0,167
1750,06/06/2025,evening,126,253,,0,49
1751,06/06/2025,evening,135,253,,0,55
1752,06/06/2025,evening,133,253,,0,57
1753,06/06/2025,evening,128,253,,0,59
1754,06/06/2025,evening,127,253,,0,60
1755,06/06/2025,evening,134,253,,0,62
1756,06/06/2025,evening,131,253,,0,65
1757,06/06/2025,evening,132,253,,0,74
1758,06/06/2025,evening,136,253,,0,162
1759,06/06/2025,evening,62,250,,6,101
1760,06/06/2025,evening,61,250,,0,106
1761,06/06/2025,evening,69,250,,0,107
1762,06/06/2025,evening,66,250,,0,113
1763,06/06/2025,evening,65,250,,0,117
1764,06/06/2025,evening,64,250,,0,121
1765,06/06/2025,evening,72,250,,0,2
1766,06/06/2025,evening,68,250,,0,57
1767,06/06/2025,evening,70,250,,0,59
1768,06/06/2025,evening,71,250,,0,62
1769,06/06/2025,evening,67,250,,0,77
1770,06/06/2025,evening,63,250,,0,143
1771,06/06/2025,evening,73,252,,0,101
1772,06/06/2025,evening,79,252,,0,107
1773,06/06/2025,evening,76,252,,0,113
1774,06/06/2025,evening,75,252,,0,117
1775,06/06/2025,evening,74,252,,0,121
1776,06/06/2025,evening,86,252,,0,1
1777,06/06/2025,evening,81,252,,0,2
1778,06/06/2025,evening,87,252,,0,3
1779,06/06/2025,evening,89,252,,75,5
1780,06/06/2025,evening,90,252,,0,7
1781,06/06/2025,evening,88,252,,0,16
1782,06/06/2025,evening,97,252,,0,20
1783,06/06/2025,evening,95,252,,0,21
1784,06/06/2025,evening,100,252,,0,31
1785,06/06/2025,evening,102,252,,0,32
1786,06/06/2025,evening,94,252,,0,35
1787,06/06/2025,evening,91,252,,0,45
1788,06/06/2025,evening,98,252,,0,131
1789,06/06/2025,evening,92,252,,0,146
1790,06/06/2025,evening,93,252,,0,147
1791,06/06/2025,evening,96,252,,0,148
1792,06/06/2025,evening,99,252,,0,149
1793,06/06/2025,evening,101,252,,18,150
1794,06/06/2025,evening,103,252,,0,152
1795,06/06/2025,evening,104,252,,999,153
1796,06/06/2025,evening,105,252,,0,154
1797,06/06/2025,evening,106,252,,0,155
1798,06/06/2025,evening,107,252,,6,156
1799,06/06/2025,evening,108,252,,18,157
1800,06/06/2025,evening,109,252,,6,158
1801,06/06/2025,evening,78,252,,0,57
1802,06/06/2025,evening,80,252,,0,59
1803,06/06/2025,evening,85,252,,0,75
1804,06/06/2025,evening,77,252,,0,77
1805,06/06/2025,evening,83,252,,0,130
1806,06/06/2025,evening,84,252,,0,140
1807,06/06/2025,evening,82,252,,0,144
1808,06/06/2025,evening,154,254,,0,102
1809,06/06/2025,evening,153,254,,0,103
1810,06/06/2025,evening,155,254,,0,107
1811,06/06/2025,evening,152,254,,0,113
1812,06/06/2025,evening,159,254,,19,117
1813,06/06/2025,evening,160,254,,0,121
1814,06/06/2025,evening,167,254,,0,2
1815,06/06/2025,evening,178,254,,0,5
1816,06/06/2025,evening,176,254,,0,17
1817,06/06/2025,evening,177,254,,0,165
1818,06/06/2025,evening,170,254,,0,21
1819,06/06/2025,evening,172,254,,0,28
1820,06/06/2025,evening,175,254,,0,31
1821,06/06/2025,evening,171,254,,0,35
1822,06/06/2025,evening,180,254,,0,152
1823,06/06/2025,evening,168,254,,0,156
1824,06/06/2025,evening,169,254,,0,157
1825,06/06/2025,evening,173,254,,0,163
1826,06/06/2025,evening,174,254,,0,164
1827,06/06/2025,evening,179,254,,0,166
1828,06/06/2025,evening,181,254,,0,167
1829,06/06/2025,evening,156,254,,0,49
1830,06/06/2025,evening,165,254,,0,55
1831,06/06/2025,evening,163,254,,0,57
1832,06/06/2025,evening,158,254,,0,59
1833,06/06/2025,evening,157,254,,7,60
1834,06/06/2025,evening,164,254,,0,62
1835,06/06/2025,evening,161,254,,0,65
1836,06/06/2025,evening,162,254,,0,74
1837,06/06/2025,evening,166,254,,0,162
1838,07/06/2025,evening,124,253,,0,102
1839,07/06/2025,evening,123,253,,0,103
1840,07/06/2025,evening,125,253,,0,107
1841,07/06/2025,evening,122,253,,0,113
1842,07/06/2025,evening,129,253,,0,117
1843,07/06/2025,evening,130,253,,0,121
1844,07/06/2025,evening,137,253,,0,2
1845,07/06/2025,evening,148,253,,0,5
1846,07/06/2025,evening,146,253,,0,17
1847,07/06/2025,evening,147,253,,0,165
1848,07/06/2025,evening,140,253,,0,21
1849,07/06/2025,evening,142,253,,0,28
1850,07/06/2025,evening,145,253,,0,31
1851,07/06/2025,evening,141,253,,0,35
1852,07/06/2025,evening,150,253,,0,152
1853,07/06/2025,evening,138,253,,0,156
1854,07/06/2025,evening,139,253,,0,157
1855,07/06/2025,evening,143,253,,0,163
1856,07/06/2025,evening,144,253,,0,164
1857,07/06/2025,evening,149,253,,0,166
1858,07/06/2025,evening,151,253,,0,167
1859,07/06/2025,evening,126,253,,0,49
1860,07/06/2025,evening,135,253,,0,55
1861,07/06/2025,evening,133,253,,0,57
1862,07/06/2025,evening,128,253,,0,59
1863,07/06/2025,evening,127,253,,0,60
1864,07/06/2025,evening,134,253,,0,62
1865,07/06/2025,evening,131,253,,0,65
1866,07/06/2025,evening,132,253,,0,74
1867,07/06/2025,evening,136,253,,0,162
1868,07/06/2025,evening,154,254,,0,102
1869,07/06/2025,evening,153,254,,0,103
1870,07/06/2025,evening,155,254,,0,107
1871,07/06/2025,evening,152,254,,0,113
1872,07/06/2025,evening,159,254,,19,117
1873,07/06/2025,evening,160,254,,29,121
1874,07/06/2025,evening,167,254,,0,2
1875,07/06/2025,evening,178,254,,0,5
1876,07/06/2025,evening,176,254,,0,17
1877,07/06/2025,evening,177,254,,0,165
1878,07/06/2025,evening,170,254,,0,21
1879,07/06/2025,evening,172,254,,0,28
1880,07/06/2025,evening,175,254,,0,31
1881,07/06/2025,evening,171,254,,0,35
1882,07/06/2025,evening,180,254,,0,152
1883,07/06/2025,evening,168,254,,0,156
1884,07/06/2025,evening,169,254,,0,157
1885,07/06/2025,evening,173,254,,0,163
1886,07/06/2025,evening,174,254,,0,164
1887,07/06/2025,evening,179,254,,0,166
1888,07/06/2025,evening,181,254,,0,167
1889,07/06/2025,evening,156,254,,0,49
1890,07/06/2025,evening,165,254,,0,55
1891,07/06/2025,evening,163,254,,0,57
1892,07/06/2025,evening,158,254,,0,59
1893,07/06/2025,evening,157,254,,6,60
1894,07/06/2025,evening,164,254,,37,62
1895,07/06/2025,evening,161,254,,0,65
1896,07/06/2025,evening,162,254,,0,74
1897,07/06/2025,evening,166,254,,0,162
1898,08/06/2025,evening,124,253,,0,102
1899,08/06/2025,evening,123,253,,0,103
1900,08/06/2025,evening,125,253,,0,107
1901,08/06/2025,evening,122,253,,0,113
1902,08/06/2025,evening,129,253,,0,117
1903,08/06/2025,evening,130,253,,0,121
1904,08/06/2025,evening,137,253,,0,2
1905,08/06/2025,evening,148,253,,0,5
1906,08/06/2025,evening,146,253,,0,17
1907,08/06/2025,evening,147,253,,0,165
1908,08/06/2025,evening,140,253,,0,21
1909,08/06/2025,evening,142,253,,0,28
1910,08/06/2025,evening,145,253,,0,31
1911,08/06/2025,evening,141,253,,0,35
1912,08/06/2025,evening,150,253,,0,152
1913,08/06/2025,evening,138,253,,0,156
1914,08/06/2025,evening,139,253,,0,157
1915,08/06/2025,evening,143,253,,0,163
1916,08/06/2025,evening,144,253,,0,164
1917,08/06/2025,evening,149,253,,0,166
1918,08/06/2025,evening,151,253,,0,167
1919,08/06/2025,evening,126,253,,0,49
1920,08/06/2025,evening,135,253,,0,55
1921,08/06/2025,evening,133,253,,0,57
1922,08/06/2025,evening,128,253,,0,59
1923,08/06/2025,evening,127,253,,0,60
1924,08/06/2025,evening,134,253,,0,62
1925,08/06/2025,evening,131,253,,0,65
1926,08/06/2025,evening,132,253,,0,74
1927,08/06/2025,evening,136,253,,0,162
1928,08/06/2025,evening,154,254,,0,102
1929,08/06/2025,evening,153,254,,0,103
1930,08/06/2025,evening,155,254,,0,107
1931,08/06/2025,evening,152,254,,0,113
1932,08/06/2025,evening,159,254,,0,117
1933,08/06/2025,evening,160,254,,0,121
1934,08/06/2025,evening,167,254,,0,2
1935,08/06/2025,evening,178,254,,0,5
1936,08/06/2025,evening,176,254,,0,17
1937,08/06/2025,evening,177,254,,0,165
1938,08/06/2025,evening,170,254,,0,21
1939,08/06/2025,evening,172,254,,0,28
1940,08/06/2025,evening,175,254,,0,31
1941,08/06/2025,evening,171,254,,0,35
1942,08/06/2025,evening,180,254,,0,152
1943,08/06/2025,evening,168,254,,0,156
1944,08/06/2025,evening,169,254,,0,157
1945,08/06/2025,evening,173,254,,0,163
1946,08/06/2025,evening,174,254,,0,164
1947,08/06/2025,evening,179,254,,0,166
1948,08/06/2025,evening,181,254,,0,167
1949,08/06/2025,evening,156,254,,0,49
1950,08/06/2025,evening,165,254,,0,55
1951,08/06/2025,evening,163,254,,0,57
1952,08/06/2025,evening,158,254,,0,59
1953,08/06/2025,evening,157,254,,0,60
1954,08/06/2025,evening,164,254,,0,62
1955,08/06/2025,evening,161,254,,0,65
1956,08/06/2025,evening,162,254,,0,74
1957,08/06/2025,evening,166,254,,0,162
1958,09/06/2025,evening,62,250,,0,101
1959,09/06/2025,evening,61,250,,0,106
1960,09/06/2025,evening,69,250,,0,107
1961,09/06/2025,evening,66,250,,0,113
1962,09/06/2025,evening,65,250,,0,117
1963,09/06/2025,evening,64,250,,0,121
1964,09/06/2025,evening,72,250,,0,2
1965,09/06/2025,evening,68,250,,0,57
1966,09/06/2025,evening,70,250,,0,59
1967,09/06/2025,evening,71,250,,0,62
1968,09/06/2025,evening,67,250,,0,77
1969,09/06/2025,evening,63,250,,0,143
1970,09/06/2025,evening,73,252,,0,101
1971,09/06/2025,evening,79,252,,0,107
1972,09/06/2025,evening,76,252,,0,113
1973,09/06/2025,evening,75,252,,0,117
1974,09/06/2025,evening,74,252,,0,121
1975,09/06/2025,evening,86,252,,0,1
1976,09/06/2025,evening,81,252,,0,2
1977,09/06/2025,evening,87,252,,0,3
1978,09/06/2025,evening,89,252,,80,5
1979,09/06/2025,evening,90,252,,0,7
1980,09/06/2025,evening,88,252,,0,16
1981,09/06/2025,evening,97,252,,0,20
1982,09/06/2025,evening,95,252,,0,21
1983,09/06/2025,evening,100,252,,0,31
1984,09/06/2025,evening,102,252,,0,32
1985,09/06/2025,evening,94,252,,0,35
1986,09/06/2025,evening,91,252,,0,45
1987,09/06/2025,evening,98,252,,0,131
1988,09/06/2025,evening,92,252,,0,146
1989,09/06/2025,evening,93,252,,0,147
1990,09/06/2025,evening,96,252,,0,148
1991,09/06/2025,evening,99,252,,0,149
1992,09/06/2025,evening,101,252,,18,150
1993,09/06/2025,evening,103,252,,0,152
1994,09/06/2025,evening,104,252,,999,153
1995,09/06/2025,evening,105,252,,0,154
1996,09/06/2025,evening,106,252,,0,155
1997,09/06/2025,evening,107,252,,3,156
1998,09/06/2025,evening,108,252,,16,157
1999,09/06/2025,evening,109,252,,3,158
2000,09/06/2025,evening,78,252,,0,57
2001,09/06/2025,evening,80,252,,0,59
2002,09/06/2025,evening,85,252,,0,75
2003,09/06/2025,evening,77,252,,0,77
2004,09/06/2025,evening,83,252,,0,130
2005,09/06/2025,evening,84,252,,0,140
2006,09/06/2025,evening,82,252,,0,144
2008,10/06/2025,evening,124,253,,0,102
2009,10/06/2025,evening,124,253,,0,102
2011,10/06/2025,evening,123,253,,0,103
2007,10/06/2025,evening,124,253,,0,102
2012,10/06/2025,evening,123,253,,0,103
2014,10/06/2025,evening,125,253,,0,107
2010,10/06/2025,evening,123,253,,0,103
2015,10/06/2025,evening,125,253,,0,107
2017,10/06/2025,evening,122,253,,0,113
2013,10/06/2025,evening,125,253,,0,107
2018,10/06/2025,evening,122,253,,0,113
2020,10/06/2025,evening,129,253,,0,117
2016,10/06/2025,evening,122,253,,0,113
2021,10/06/2025,evening,129,253,,0,117
2023,10/06/2025,evening,130,253,,0,121
2019,10/06/2025,evening,129,253,,0,117
2024,10/06/2025,evening,130,253,,0,121
2026,10/06/2025,evening,137,253,,0,2
2022,10/06/2025,evening,130,253,,0,121
2027,10/06/2025,evening,137,253,,0,2
2029,10/06/2025,evening,148,253,,0,5
2025,10/06/2025,evening,137,253,,0,2
2030,10/06/2025,evening,148,253,,0,5
2032,10/06/2025,evening,146,253,,0,17
2028,10/06/2025,evening,148,253,,0,5
2033,10/06/2025,evening,146,253,,0,17
2035,10/06/2025,evening,147,253,,0,165
2031,10/06/2025,evening,146,253,,0,17
2036,10/06/2025,evening,147,253,,0,165
2038,10/06/2025,evening,140,253,,0,21
2034,10/06/2025,evening,147,253,,0,165
2039,10/06/2025,evening,140,253,,0,21
2041,10/06/2025,evening,142,253,,0,28
2037,10/06/2025,evening,140,253,,0,21
2042,10/06/2025,evening,142,253,,0,28
2044,10/06/2025,evening,145,253,,0,31
2040,10/06/2025,evening,142,253,,0,28
2045,10/06/2025,evening,145,253,,0,31
2047,10/06/2025,evening,141,253,,0,35
2043,10/06/2025,evening,145,253,,0,31
2048,10/06/2025,evening,141,253,,0,35
2050,10/06/2025,evening,150,253,,0,152
2046,10/06/2025,evening,141,253,,0,35
2051,10/06/2025,evening,150,253,,0,152
2053,10/06/2025,evening,138,253,,0,156
2049,10/06/2025,evening,150,253,,0,152
2054,10/06/2025,evening,138,253,,0,156
2056,10/06/2025,evening,139,253,,0,157
2052,10/06/2025,evening,138,253,,0,156
2057,10/06/2025,evening,139,253,,0,157
2059,10/06/2025,evening,143,253,,0,163
2055,10/06/2025,evening,139,253,,0,157
2060,10/06/2025,evening,143,253,,0,163
2062,10/06/2025,evening,144,253,,0,164
2058,10/06/2025,evening,143,253,,0,163
2063,10/06/2025,evening,144,253,,0,164
2065,10/06/2025,evening,149,253,,0,166
2061,10/06/2025,evening,144,253,,0,164
2066,10/06/2025,evening,149,253,,0,166
2068,10/06/2025,evening,151,253,,0,167
2064,10/06/2025,evening,149,253,,0,166
2069,10/06/2025,evening,151,253,,0,167
2071,10/06/2025,evening,126,253,,0,49
2067,10/06/2025,evening,151,253,,0,167
2072,10/06/2025,evening,126,253,,0,49
2074,10/06/2025,evening,135,253,,0,55
2070,10/06/2025,evening,126,253,,0,49
2075,10/06/2025,evening,135,253,,0,55
2077,10/06/2025,evening,133,253,,0,57
2073,10/06/2025,evening,135,253,,0,55
2078,10/06/2025,evening,133,253,,0,57
2080,10/06/2025,evening,128,253,,0,59
2076,10/06/2025,evening,133,253,,0,57
2081,10/06/2025,evening,128,253,,0,59
2083,10/06/2025,evening,127,253,,0,60
2079,10/06/2025,evening,128,253,,0,59
2084,10/06/2025,evening,127,253,,0,60
2086,10/06/2025,evening,134,253,,0,62
2082,10/06/2025,evening,127,253,,0,60
2087,10/06/2025,evening,134,253,,0,62
2089,10/06/2025,evening,131,253,,0,65
2085,10/06/2025,evening,134,253,,0,62
2090,10/06/2025,evening,131,253,,0,65
2092,10/06/2025,evening,132,253,,0,74
2088,10/06/2025,evening,131,253,,0,65
2093,10/06/2025,evening,132,253,,0,74
2095,10/06/2025,evening,136,253,,0,162
2091,10/06/2025,evening,132,253,,0,74
2096,10/06/2025,evening,136,253,,0,162
2094,10/06/2025,evening,136,253,,0,162
2097,10/06/2025,evening,154,254,,0,102
2098,10/06/2025,evening,153,254,,0,103
2099,10/06/2025,evening,155,254,,0,107
2100,10/06/2025,evening,152,254,,0,113
2101,10/06/2025,evening,159,254,,0,117
2102,10/06/2025,evening,160,254,,0,121
2103,10/06/2025,evening,167,254,,0,2
2104,10/06/2025,evening,178,254,,0,5
2105,10/06/2025,evening,176,254,,0,17
2106,10/06/2025,evening,177,254,,0,165
2107,10/06/2025,evening,170,254,,0,21
2108,10/06/2025,evening,172,254,,0,28
2109,10/06/2025,evening,175,254,,0,31
2110,10/06/2025,evening,171,254,,0,35
2111,10/06/2025,evening,180,254,,0,152
2112,10/06/2025,evening,168,254,,0,156
2113,10/06/2025,evening,169,254,,0,157
2114,10/06/2025,evening,173,254,,0,163
2115,10/06/2025,evening,174,254,,0,164
2116,10/06/2025,evening,179,254,,0,166
2117,10/06/2025,evening,181,254,,0,167
2118,10/06/2025,evening,156,254,,0,49
2119,10/06/2025,evening,165,254,,0,55
2120,10/06/2025,evening,163,254,,0,57
2121,10/06/2025,evening,158,254,,0,59
2122,10/06/2025,evening,157,254,,0,60
2123,10/06/2025,evening,164,254,,0,62
2124,10/06/2025,evening,161,254,,0,65
2125,10/06/2025,evening,162,254,,0,74
2126,10/06/2025,evening,166,254,,0,162
2127,10/06/2025,evening,62,250,,0,101
2128,10/06/2025,evening,61,250,,0,106
2129,10/06/2025,evening,69,250,,0,107
2130,10/06/2025,evening,66,250,,0,113
2131,10/06/2025,evening,65,250,,0,117
2132,10/06/2025,evening,64,250,,0,121
2133,10/06/2025,evening,72,250,,0,2
2134,10/06/2025,evening,68,250,,0,57
2135,10/06/2025,evening,70,250,,0,59
2136,10/06/2025,evening,71,250,,0,62
2137,10/06/2025,evening,67,250,,0,77
2138,10/06/2025,evening,63,250,,0,143
2139,10/06/2025,evening,73,252,,0,101
2140,10/06/2025,evening,79,252,,0,107
2141,10/06/2025,evening,76,252,,0,113
2142,10/06/2025,evening,75,252,,0,117
2143,10/06/2025,evening,74,252,,0,121
2144,10/06/2025,evening,86,252,,0,1
2145,10/06/2025,evening,81,252,,0,2
2146,10/06/2025,evening,87,252,,0,3
2147,10/06/2025,evening,89,252,,75,5
2148,10/06/2025,evening,90,252,,0,7
2149,10/06/2025,evening,88,252,,0,16
2150,10/06/2025,evening,97,252,,0,20
2151,10/06/2025,evening,95,252,,0,21
2152,10/06/2025,evening,100,252,,0,31
2153,10/06/2025,evening,102,252,,0,32
2154,10/06/2025,evening,94,252,,6,35
2155,10/06/2025,evening,91,252,,0,45
2156,10/06/2025,evening,98,252,,0,131
2157,10/06/2025,evening,92,252,,0,146
2158,10/06/2025,evening,93,252,,0,147
2159,10/06/2025,evening,96,252,,0,148
2160,10/06/2025,evening,99,252,,0,149
2161,10/06/2025,evening,101,252,,0,150
2162,10/06/2025,evening,103,252,,0,152
2163,10/06/2025,evening,104,252,,999,153
2164,10/06/2025,evening,105,252,,0,154
2165,10/06/2025,evening,106,252,,0,155
2166,10/06/2025,evening,107,252,,2,156
2167,10/06/2025,evening,108,252,,9,157
2168,10/06/2025,evening,109,252,,2,158
2169,10/06/2025,evening,78,252,,0,57
2170,10/06/2025,evening,80,252,,0,59
2171,10/06/2025,evening,85,252,,0,75
2172,10/06/2025,evening,77,252,,0,77
2173,10/06/2025,evening,83,252,,0,130
2174,10/06/2025,evening,84,252,,0,140
2175,10/06/2025,evening,82,252,,0,144
2176,11/06/2025,evening,124,253,,0,102
2177,11/06/2025,evening,123,253,,0,103
2178,11/06/2025,evening,125,253,,0,107
2179,11/06/2025,evening,122,253,,0,113
2180,11/06/2025,evening,129,253,,0,117
2181,11/06/2025,evening,130,253,,0,121
2182,11/06/2025,evening,137,253,,0,2
2183,11/06/2025,evening,148,253,,0,5
2184,11/06/2025,evening,146,253,,0,17
2185,11/06/2025,evening,147,253,,0,165
2186,11/06/2025,evening,140,253,,0,21
2187,11/06/2025,evening,142,253,,0,28
2188,11/06/2025,evening,145,253,,0,31
2189,11/06/2025,evening,141,253,,0,35
2190,11/06/2025,evening,150,253,,0,152
2191,11/06/2025,evening,138,253,,0,156
2192,11/06/2025,evening,139,253,,0,157
2193,11/06/2025,evening,143,253,,0,163
2194,11/06/2025,evening,144,253,,0,164
2195,11/06/2025,evening,149,253,,0,166
2196,11/06/2025,evening,151,253,,0,167
2197,11/06/2025,evening,126,253,,0,49
2198,11/06/2025,evening,135,253,,0,55
2199,11/06/2025,evening,133,253,,0,57
2200,11/06/2025,evening,128,253,,0,59
2201,11/06/2025,evening,127,253,,0,60
2202,11/06/2025,evening,134,253,,0,62
2203,11/06/2025,evening,131,253,,0,65
2204,11/06/2025,evening,132,253,,0,74
2205,11/06/2025,evening,136,253,,0,162
2206,11/06/2025,evening,154,254,,0,102
2207,11/06/2025,evening,153,254,,0,103
2208,11/06/2025,evening,155,254,,0,107
2209,11/06/2025,evening,152,254,,0,113
2210,11/06/2025,evening,159,254,,0,117
2211,11/06/2025,evening,160,254,,0,121
2212,11/06/2025,evening,167,254,,0,2
2213,11/06/2025,evening,178,254,,0,5
2214,11/06/2025,evening,176,254,,0,17
2215,11/06/2025,evening,177,254,,0,165
2216,11/06/2025,evening,170,254,,0,21
2217,11/06/2025,evening,172,254,,0,28
2218,11/06/2025,evening,175,254,,0,31
2219,11/06/2025,evening,171,254,,0,35
2220,11/06/2025,evening,180,254,,0,152
2221,11/06/2025,evening,168,254,,0,156
2222,11/06/2025,evening,169,254,,0,157
2223,11/06/2025,evening,173,254,,0,163
2224,11/06/2025,evening,174,254,,0,164
2225,11/06/2025,evening,179,254,,0,166
2226,11/06/2025,evening,181,254,,0,167
2227,11/06/2025,evening,156,254,,0,49
2228,11/06/2025,evening,165,254,,0,55
2229,11/06/2025,evening,163,254,,0,57
2230,11/06/2025,evening,158,254,,0,59
2231,11/06/2025,evening,157,254,,0,60
2232,11/06/2025,evening,164,254,,0,62
2233,11/06/2025,evening,161,254,,0,65
2234,11/06/2025,evening,162,254,,0,74
2235,11/06/2025,evening,166,254,,0,162
2236,11/06/2025,evening,62,250,,3,101
2237,11/06/2025,evening,61,250,,0,106
2238,11/06/2025,evening,69,250,,0,107
2239,11/06/2025,evening,66,250,,0,113
2240,11/06/2025,evening,65,250,,0,117
2241,11/06/2025,evening,64,250,,0,121
2242,11/06/2025,evening,72,250,,0,2
2243,11/06/2025,evening,68,250,,0,57
2244,11/06/2025,evening,70,250,,0,59
2245,11/06/2025,evening,71,250,,0,62
2246,11/06/2025,evening,67,250,,0,77
2247,11/06/2025,evening,63,250,,0,143
2248,11/06/2025,evening,73,252,,0,101
2249,11/06/2025,evening,79,252,,0,107
2250,11/06/2025,evening,76,252,,0,113
2251,11/06/2025,evening,75,252,,0,117
2252,11/06/2025,evening,74,252,,0,121
2253,11/06/2025,evening,86,252,,0,1
2254,11/06/2025,evening,81,252,,0,2
2255,11/06/2025,evening,87,252,,0,3
2256,11/06/2025,evening,89,252,,75,5
2257,11/06/2025,evening,90,252,,0,7
2258,11/06/2025,evening,88,252,,0,16
2259,11/06/2025,evening,97,252,,0,20
2260,11/06/2025,evening,95,252,,0,21
2261,11/06/2025,evening,100,252,,0,31
2262,11/06/2025,evening,102,252,,0,32
2263,11/06/2025,evening,94,252,,0,35
2264,11/06/2025,evening,91,252,,0,45
2265,11/06/2025,evening,98,252,,0,131
2266,11/06/2025,evening,92,252,,0,146
2267,11/06/2025,evening,93,252,,0,147
2268,11/06/2025,evening,96,252,,0,148
2269,11/06/2025,evening,99,252,,0,149
2270,11/06/2025,evening,101,252,,18,150
2271,11/06/2025,evening,103,252,,0,152
2272,11/06/2025,evening,104,252,,999,153
2273,11/06/2025,evening,105,252,,0,154
2274,11/06/2025,evening,106,252,,0,155
2275,11/06/2025,evening,107,252,,6,156
2276,11/06/2025,evening,108,252,,17,157
2277,11/06/2025,evening,109,252,,6,158
2278,11/06/2025,evening,78,252,,0,57
2279,11/06/2025,evening,80,252,,0,59
2280,11/06/2025,evening,85,252,,0,75
2281,11/06/2025,evening,77,252,,0,77
2282,11/06/2025,evening,83,252,,0,130
2283,11/06/2025,evening,84,252,,0,140
2284,11/06/2025,evening,82,252,,0,144
2286,12/06/2025,evening,124,253,,0,102
2287,12/06/2025,evening,123,253,,0,103
2288,12/06/2025,evening,125,253,,0,107
2289,12/06/2025,evening,122,253,,0,113
2290,12/06/2025,evening,129,253,,0,117
2291,12/06/2025,evening,130,253,,0,121
2292,12/06/2025,evening,137,253,,0,2
2293,12/06/2025,evening,148,253,,0,5
2294,12/06/2025,evening,146,253,,0,17
2295,12/06/2025,evening,147,253,,0,165
2296,12/06/2025,evening,140,253,,0,21
2297,12/06/2025,evening,142,253,,0,28
2298,12/06/2025,evening,145,253,,0,31
2299,12/06/2025,evening,141,253,,0,35
2300,12/06/2025,evening,150,253,,0,152
2301,12/06/2025,evening,138,253,,0,156
2302,12/06/2025,evening,139,253,,0,157
2303,12/06/2025,evening,143,253,,0,163
2304,12/06/2025,evening,144,253,,0,164
2305,12/06/2025,evening,149,253,,0,166
2306,12/06/2025,evening,151,253,,0,167
2307,12/06/2025,evening,126,253,,0,49
