id,amount,child_type,parent_type,project_id,report_timing,reporting_date
956,0,Miscellaneous Material Expenses,Material Purchases - Project Related,253,evening,30/05/2025
957,0,Client Welfare,Sundries Expenses,253,evening,30/05/2025
958,0,Pooja/Inaugural function at site,Sundries Expenses,253,evening,30/05/2025
959,0,Gifts for Client,Sundries Expenses,253,evening,30/05/2025
960,0,Miscellaneous,Sundries Expenses,253,evening,30/05/2025
961,0,Staff Accommodation,Staff Expenses,253,evening,30/05/2025
962,0,Travel Expenses,Staff Expenses,253,evening,30/05/2025
963,0,Food Expenses,Staff Expenses,253,evening,30/05/2025
964,0,Site Allowance,Staff Expenses,253,evening,30/05/2025
965,0,Other Purchases,Staff Expenses,253,evening,30/05/2025
966,0,Workmen Wages (incl. OT),Labour Expenses,253,evening,30/05/2025
967,0,Workmen Food,Labour Expenses,253,evening,30/05/2025
968,0,Workmen Accommodation,Labour Expenses,253,evening,30/05/2025
969,0,Workmen Travel,Labour Expenses,253,evening,30/05/2025
970,0,Miscellaneous Labour Expenses,Labour Expenses,253,evening,30/05/2025
971,0,Rental Charges,Machinery Expenses,253,evening,30/05/2025
972,0,Repair Charges,Machinery Expenses,253,evening,30/05/2025
973,0,Diesel,Machinery Expenses,253,evening,30/05/2025
974,0,Operator Charges,Machinery Expenses,253,evening,30/05/2025
975,0,Miscellaneous Machinery Expenses,Machinery Expenses,253,evening,30/05/2025
976,0,"Materials (Paints, ...)",Material Purchases - Project Related,253,evening,30/05/2025
977,0,Consumables Purchases,Material Purchases - Project Related,253,evening,30/05/2025
978,0,Minor Tools,Material Purchases - Project Related,253,evening,30/05/2025
979,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,253,evening,30/05/2025
980,0,Miscellaneous Material Expenses,Material Purchases - Project Related,253,evening,30/05/2025
981,0,Client Welfare,Sundries Expenses,253,evening,30/05/2025
982,0,Pooja/Inaugural function at site,Sundries Expenses,253,evening,30/05/2025
983,0,Gifts for Client,Sundries Expenses,253,evening,30/05/2025
984,0,Miscellaneous,Sundries Expenses,253,evening,30/05/2025
5709,0,Client Welfare,Sundries Expenses,251,evening,04/08/2025
5710,0,Pooja/Inaugural function at site,Sundries Expenses,251,evening,04/08/2025
5711,0,Gifts for Client,Sundries Expenses,251,evening,04/08/2025
5712,0,Miscellaneous,Sundries Expenses,251,evening,04/08/2025
5857,0,Staff Accommodation,Staff Expenses,251,evening,07/08/2025
5858,200,Travel Expenses,Staff Expenses,251,evening,07/08/2025
5859,400,Food Expenses,Staff Expenses,251,evening,07/08/2025
5860,0,Site Allowance,Staff Expenses,251,evening,07/08/2025
5861,0,Other Purchases,Staff Expenses,251,evening,07/08/2025
5862,0,Workmen Wages (incl. OT),Labour Expenses,251,evening,07/08/2025
5863,0,Workmen Food,Labour Expenses,251,evening,07/08/2025
5864,0,Workmen Accommodation,Labour Expenses,251,evening,07/08/2025
5865,0,Workmen Travel,Labour Expenses,251,evening,07/08/2025
5866,0,Miscellaneous Labour Expenses,Labour Expenses,251,evening,07/08/2025
5867,0,Rental Charges,Machinery Expenses,251,evening,07/08/2025
5868,0,Repair Charges,Machinery Expenses,251,evening,07/08/2025
5869,0,Diesel,Machinery Expenses,251,evening,07/08/2025
5870,0,Operator Charges,Machinery Expenses,251,evening,07/08/2025
5871,0,Miscellaneous Machinery Expenses,Machinery Expenses,251,evening,07/08/2025
5872,0,"Materials (Paints, ...)",Material Purchases - Project Related,251,evening,07/08/2025
5873,0,Consumables Purchases,Material Purchases - Project Related,251,evening,07/08/2025
5874,0,Minor Tools,Material Purchases - Project Related,251,evening,07/08/2025
5875,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,251,evening,07/08/2025
5876,0,Miscellaneous Material Expenses,Material Purchases - Project Related,251,evening,07/08/2025
5877,0,Client Welfare,Sundries Expenses,251,evening,07/08/2025
5878,0,Pooja/Inaugural function at site,Sundries Expenses,251,evening,07/08/2025
5879,0,Gifts for Client,Sundries Expenses,251,evening,07/08/2025
5880,0,Miscellaneous,Sundries Expenses,251,evening,07/08/2025
5881,240,Staff Accommodation,Staff Expenses,250,evening,08/08/2025
5882,200,Travel Expenses,Staff Expenses,250,evening,08/08/2025
5883,210,Food Expenses,Staff Expenses,250,evening,08/08/2025
5884,0,Site Allowance,Staff Expenses,250,evening,08/08/2025
5885,0,Other Purchases,Staff Expenses,250,evening,08/08/2025
5886,6400,Workmen Wages (incl. OT),Labour Expenses,250,evening,08/08/2025
5887,350,Workmen Food,Labour Expenses,250,evening,08/08/2025
5888,200,Workmen Accommodation,Labour Expenses,250,evening,08/08/2025
5889,190,Workmen Travel,Labour Expenses,250,evening,08/08/2025
5890,0,Miscellaneous Labour Expenses,Labour Expenses,250,evening,08/08/2025
5891,0,Rental Charges,Machinery Expenses,250,evening,08/08/2025
5892,0,Repair Charges,Machinery Expenses,250,evening,08/08/2025
5893,0,Diesel,Machinery Expenses,250,evening,08/08/2025
5894,0,Operator Charges,Machinery Expenses,250,evening,08/08/2025
5895,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,08/08/2025
5896,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,08/08/2025
5897,0,Consumables Purchases,Material Purchases - Project Related,250,evening,08/08/2025
5898,0,Minor Tools,Material Purchases - Project Related,250,evening,08/08/2025
5899,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,08/08/2025
5900,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,08/08/2025
5901,0,Client Welfare,Sundries Expenses,250,evening,08/08/2025
5902,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,08/08/2025
5903,0,Gifts for Client,Sundries Expenses,250,evening,08/08/2025
985,0,Staff Accommodation,Staff Expenses,254,evening,30/05/2025
986,0,Travel Expenses,Staff Expenses,254,evening,30/05/2025
987,300,Food Expenses,Staff Expenses,254,evening,30/05/2025
988,0,Site Allowance,Staff Expenses,254,evening,30/05/2025
989,480,Other Purchases,Staff Expenses,254,evening,30/05/2025
990,0,Workmen Wages (incl. OT),Labour Expenses,254,evening,30/05/2025
991,35,Workmen Food,Labour Expenses,254,evening,30/05/2025
992,0,Workmen Accommodation,Labour Expenses,254,evening,30/05/2025
993,0,Workmen Travel,Labour Expenses,254,evening,30/05/2025
994,0,Miscellaneous Labour Expenses,Labour Expenses,254,evening,30/05/2025
995,0,Rental Charges,Machinery Expenses,254,evening,30/05/2025
996,0,Repair Charges,Machinery Expenses,254,evening,30/05/2025
997,2000,Diesel,Machinery Expenses,254,evening,30/05/2025
998,0,Operator Charges,Machinery Expenses,254,evening,30/05/2025
999,0,Miscellaneous Machinery Expenses,Machinery Expenses,254,evening,30/05/2025
1000,0,"Materials (Paints, ...)",Material Purchases - Project Related,254,evening,30/05/2025
1001,0,Consumables Purchases,Material Purchases - Project Related,254,evening,30/05/2025
1002,0,Minor Tools,Material Purchases - Project Related,254,evening,30/05/2025
1003,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,254,evening,30/05/2025
1004,0,Miscellaneous Material Expenses,Material Purchases - Project Related,254,evening,30/05/2025
1005,0,Client Welfare,Sundries Expenses,254,evening,30/05/2025
1006,0,Pooja/Inaugural function at site,Sundries Expenses,254,evening,30/05/2025
1007,0,Gifts for Client,Sundries Expenses,254,evening,30/05/2025
1008,70,Miscellaneous,Sundries Expenses,254,evening,30/05/2025
1009,0,Staff Accommodation,Staff Expenses,253,evening,31/05/2025
1010,0,Travel Expenses,Staff Expenses,253,evening,31/05/2025
1011,300,Food Expenses,Staff Expenses,253,evening,31/05/2025
1012,0,Site Allowance,Staff Expenses,253,evening,31/05/2025
1013,0,Other Purchases,Staff Expenses,253,evening,31/05/2025
1014,300,Workmen Wages (incl. OT),Labour Expenses,253,evening,31/05/2025
1015,100,Workmen Food,Labour Expenses,253,evening,31/05/2025
1016,0,Workmen Accommodation,Labour Expenses,253,evening,31/05/2025
1017,0,Workmen Travel,Labour Expenses,253,evening,31/05/2025
1018,0,Miscellaneous Labour Expenses,Labour Expenses,253,evening,31/05/2025
1019,0,Rental Charges,Machinery Expenses,253,evening,31/05/2025
1020,0,Repair Charges,Machinery Expenses,253,evening,31/05/2025
1021,0,Diesel,Machinery Expenses,253,evening,31/05/2025
1022,0,Operator Charges,Machinery Expenses,253,evening,31/05/2025
1023,0,Miscellaneous Machinery Expenses,Machinery Expenses,253,evening,31/05/2025
1024,0,"Materials (Paints, ...)",Material Purchases - Project Related,253,evening,31/05/2025
1025,0,Consumables Purchases,Material Purchases - Project Related,253,evening,31/05/2025
1026,0,Minor Tools,Material Purchases - Project Related,253,evening,31/05/2025
1027,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,253,evening,31/05/2025
1028,0,Miscellaneous Material Expenses,Material Purchases - Project Related,253,evening,31/05/2025
1029,0,Client Welfare,Sundries Expenses,253,evening,31/05/2025
1030,0,Pooja/Inaugural function at site,Sundries Expenses,253,evening,31/05/2025
1031,0,Gifts for Client,Sundries Expenses,253,evening,31/05/2025
1032,0,Miscellaneous,Sundries Expenses,253,evening,31/05/2025
1033,0,Staff Accommodation,Staff Expenses,254,evening,31/05/2025
1034,0,Travel Expenses,Staff Expenses,254,evening,31/05/2025
1035,0,Food Expenses,Staff Expenses,254,evening,31/05/2025
1036,0,Site Allowance,Staff Expenses,254,evening,31/05/2025
1037,0,Other Purchases,Staff Expenses,254,evening,31/05/2025
1038,0,Workmen Wages (incl. OT),Labour Expenses,254,evening,31/05/2025
1039,0,Workmen Food,Labour Expenses,254,evening,31/05/2025
1040,0,Workmen Accommodation,Labour Expenses,254,evening,31/05/2025
1041,0,Workmen Travel,Labour Expenses,254,evening,31/05/2025
1042,0,Miscellaneous Labour Expenses,Labour Expenses,254,evening,31/05/2025
1043,0,Rental Charges,Machinery Expenses,254,evening,31/05/2025
1044,0,Repair Charges,Machinery Expenses,254,evening,31/05/2025
1045,0,Diesel,Machinery Expenses,254,evening,31/05/2025
1046,0,Operator Charges,Machinery Expenses,254,evening,31/05/2025
1047,0,Miscellaneous Machinery Expenses,Machinery Expenses,254,evening,31/05/2025
1048,0,"Materials (Paints, ...)",Material Purchases - Project Related,254,evening,31/05/2025
1049,0,Consumables Purchases,Material Purchases - Project Related,254,evening,31/05/2025
1050,0,Minor Tools,Material Purchases - Project Related,254,evening,31/05/2025
1051,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,254,evening,31/05/2025
1052,0,Miscellaneous Material Expenses,Material Purchases - Project Related,254,evening,31/05/2025
1053,0,Client Welfare,Sundries Expenses,254,evening,31/05/2025
1054,0,Pooja/Inaugural function at site,Sundries Expenses,254,evening,31/05/2025
1055,0,Gifts for Client,Sundries Expenses,254,evening,31/05/2025
1056,0,Miscellaneous,Sundries Expenses,254,evening,31/05/2025
1057,0,Staff Accommodation,Staff Expenses,252,evening,31/05/2025
1058,300,Travel Expenses,Staff Expenses,252,evening,31/05/2025
1059,0,Food Expenses,Staff Expenses,252,evening,31/05/2025
1060,0,Site Allowance,Staff Expenses,252,evening,31/05/2025
1061,0,Other Purchases,Staff Expenses,252,evening,31/05/2025
1062,0,Workmen Wages (incl. OT),Labour Expenses,252,evening,31/05/2025
1063,0,Workmen Food,Labour Expenses,252,evening,31/05/2025
1064,0,Workmen Accommodation,Labour Expenses,252,evening,31/05/2025
1065,400,Workmen Travel,Labour Expenses,252,evening,31/05/2025
1066,0,Miscellaneous Labour Expenses,Labour Expenses,252,evening,31/05/2025
1067,0,Rental Charges,Machinery Expenses,252,evening,31/05/2025
1068,0,Repair Charges,Machinery Expenses,252,evening,31/05/2025
1069,0,Diesel,Machinery Expenses,252,evening,31/05/2025
1070,0,Operator Charges,Machinery Expenses,252,evening,31/05/2025
1071,0,Miscellaneous Machinery Expenses,Machinery Expenses,252,evening,31/05/2025
1072,0,"Materials (Paints, ...)",Material Purchases - Project Related,252,evening,31/05/2025
1073,270,Consumables Purchases,Material Purchases - Project Related,252,evening,31/05/2025
1074,0,Minor Tools,Material Purchases - Project Related,252,evening,31/05/2025
1075,500,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,252,evening,31/05/2025
1076,0,Miscellaneous Material Expenses,Material Purchases - Project Related,252,evening,31/05/2025
1077,0,Client Welfare,Sundries Expenses,252,evening,31/05/2025
1078,0,Pooja/Inaugural function at site,Sundries Expenses,252,evening,31/05/2025
1079,0,Gifts for Client,Sundries Expenses,252,evening,31/05/2025
1080,0,Miscellaneous,Sundries Expenses,252,evening,31/05/2025
1081,250,Staff Accommodation,Staff Expenses,250,evening,31/05/2025
1082,100,Travel Expenses,Staff Expenses,250,evening,31/05/2025
1083,510,Food Expenses,Staff Expenses,250,evening,31/05/2025
1084,0,Site Allowance,Staff Expenses,250,evening,31/05/2025
1085,0,Other Purchases,Staff Expenses,250,evening,31/05/2025
1086,0,Workmen Wages (incl. OT),Labour Expenses,250,evening,31/05/2025
1087,0,Workmen Food,Labour Expenses,250,evening,31/05/2025
1088,0,Workmen Accommodation,Labour Expenses,250,evening,31/05/2025
1089,0,Workmen Travel,Labour Expenses,250,evening,31/05/2025
1090,0,Miscellaneous Labour Expenses,Labour Expenses,250,evening,31/05/2025
1091,0,Rental Charges,Machinery Expenses,250,evening,31/05/2025
1092,0,Repair Charges,Machinery Expenses,250,evening,31/05/2025
1093,0,Diesel,Machinery Expenses,250,evening,31/05/2025
1094,0,Operator Charges,Machinery Expenses,250,evening,31/05/2025
1095,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,31/05/2025
1096,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,31/05/2025
1097,0,Consumables Purchases,Material Purchases - Project Related,250,evening,31/05/2025
1098,0,Minor Tools,Material Purchases - Project Related,250,evening,31/05/2025
1099,500,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,31/05/2025
1100,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,31/05/2025
1101,0,Client Welfare,Sundries Expenses,250,evening,31/05/2025
1102,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,31/05/2025
1103,0,Gifts for Client,Sundries Expenses,250,evening,31/05/2025
1104,0,Miscellaneous,Sundries Expenses,250,evening,31/05/2025
1105,0,Staff Accommodation,Staff Expenses,253,evening,02/06/2025
1106,0,Travel Expenses,Staff Expenses,253,evening,02/06/2025
1107,0,Food Expenses,Staff Expenses,253,evening,02/06/2025
1108,0,Site Allowance,Staff Expenses,253,evening,02/06/2025
1109,0,Other Purchases,Staff Expenses,253,evening,02/06/2025
1110,0,Workmen Wages (incl. OT),Labour Expenses,253,evening,02/06/2025
1111,0,Workmen Food,Labour Expenses,253,evening,02/06/2025
1112,0,Workmen Accommodation,Labour Expenses,253,evening,02/06/2025
1113,0,Workmen Travel,Labour Expenses,253,evening,02/06/2025
1114,0,Miscellaneous Labour Expenses,Labour Expenses,253,evening,02/06/2025
1115,0,Rental Charges,Machinery Expenses,253,evening,02/06/2025
1116,0,Repair Charges,Machinery Expenses,253,evening,02/06/2025
1117,0,Diesel,Machinery Expenses,253,evening,02/06/2025
1118,0,Operator Charges,Machinery Expenses,253,evening,02/06/2025
1119,0,Miscellaneous Machinery Expenses,Machinery Expenses,253,evening,02/06/2025
1120,0,"Materials (Paints, ...)",Material Purchases - Project Related,253,evening,02/06/2025
1121,0,Consumables Purchases,Material Purchases - Project Related,253,evening,02/06/2025
1122,0,Minor Tools,Material Purchases - Project Related,253,evening,02/06/2025
1123,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,253,evening,02/06/2025
1124,0,Miscellaneous Material Expenses,Material Purchases - Project Related,253,evening,02/06/2025
1125,0,Client Welfare,Sundries Expenses,253,evening,02/06/2025
1126,0,Pooja/Inaugural function at site,Sundries Expenses,253,evening,02/06/2025
1127,0,Gifts for Client,Sundries Expenses,253,evening,02/06/2025
1128,0,Miscellaneous,Sundries Expenses,253,evening,02/06/2025
1129,350,Staff Accommodation,Staff Expenses,252,evening,02/06/2025
1130,100,Travel Expenses,Staff Expenses,252,evening,02/06/2025
1131,510,Food Expenses,Staff Expenses,252,evening,02/06/2025
1132,0,Site Allowance,Staff Expenses,252,evening,02/06/2025
1133,0,Other Purchases,Staff Expenses,252,evening,02/06/2025
1134,0,Workmen Wages (incl. OT),Labour Expenses,252,evening,02/06/2025
1135,630,Workmen Food,Labour Expenses,252,evening,02/06/2025
1136,0,Workmen Accommodation,Labour Expenses,252,evening,02/06/2025
1137,200,Workmen Travel,Labour Expenses,252,evening,02/06/2025
1138,0,Miscellaneous Labour Expenses,Labour Expenses,252,evening,02/06/2025
1139,0,Rental Charges,Machinery Expenses,252,evening,02/06/2025
1140,0,Repair Charges,Machinery Expenses,252,evening,02/06/2025
1141,0,Diesel,Machinery Expenses,252,evening,02/06/2025
1142,0,Operator Charges,Machinery Expenses,252,evening,02/06/2025
1143,0,Miscellaneous Machinery Expenses,Machinery Expenses,252,evening,02/06/2025
1144,0,"Materials (Paints, ...)",Material Purchases - Project Related,252,evening,02/06/2025
1145,0,Consumables Purchases,Material Purchases - Project Related,252,evening,02/06/2025
1146,0,Minor Tools,Material Purchases - Project Related,252,evening,02/06/2025
1147,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,252,evening,02/06/2025
1148,0,Miscellaneous Material Expenses,Material Purchases - Project Related,252,evening,02/06/2025
1149,0,Client Welfare,Sundries Expenses,252,evening,02/06/2025
1150,0,Pooja/Inaugural function at site,Sundries Expenses,252,evening,02/06/2025
1151,0,Gifts for Client,Sundries Expenses,252,evening,02/06/2025
1152,0,Miscellaneous,Sundries Expenses,252,evening,02/06/2025
1153,250,Staff Accommodation,Staff Expenses,250,evening,02/06/2025
1154,100,Travel Expenses,Staff Expenses,250,evening,02/06/2025
1155,518,Food Expenses,Staff Expenses,250,evening,02/06/2025
1156,0,Site Allowance,Staff Expenses,250,evening,02/06/2025
1157,0,Other Purchases,Staff Expenses,250,evening,02/06/2025
1158,0,Workmen Wages (incl. OT),Labour Expenses,250,evening,02/06/2025
1159,350,Workmen Food,Labour Expenses,250,evening,02/06/2025
1160,200,Workmen Accommodation,Labour Expenses,250,evening,02/06/2025
1161,150,Workmen Travel,Labour Expenses,250,evening,02/06/2025
1162,0,Miscellaneous Labour Expenses,Labour Expenses,250,evening,02/06/2025
1163,0,Rental Charges,Machinery Expenses,250,evening,02/06/2025
1164,0,Repair Charges,Machinery Expenses,250,evening,02/06/2025
1165,0,Diesel,Machinery Expenses,250,evening,02/06/2025
1166,0,Operator Charges,Machinery Expenses,250,evening,02/06/2025
1167,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,02/06/2025
1168,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,02/06/2025
1169,0,Consumables Purchases,Material Purchases - Project Related,250,evening,02/06/2025
1170,0,Minor Tools,Material Purchases - Project Related,250,evening,02/06/2025
1171,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,02/06/2025
1172,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,02/06/2025
1173,0,Client Welfare,Sundries Expenses,250,evening,02/06/2025
1174,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,02/06/2025
1175,0,Gifts for Client,Sundries Expenses,250,evening,02/06/2025
1176,0,Miscellaneous,Sundries Expenses,250,evening,02/06/2025
1177,0,Staff Accommodation,Staff Expenses,254,evening,02/06/2025
1178,0,Travel Expenses,Staff Expenses,254,evening,02/06/2025
1179,300,Food Expenses,Staff Expenses,254,evening,02/06/2025
1180,0,Site Allowance,Staff Expenses,254,evening,02/06/2025
1181,0,Other Purchases,Staff Expenses,254,evening,02/06/2025
1182,0,Workmen Wages (incl. OT),Labour Expenses,254,evening,02/06/2025
1183,0,Workmen Food,Labour Expenses,254,evening,02/06/2025
1184,0,Workmen Accommodation,Labour Expenses,254,evening,02/06/2025
1185,0,Workmen Travel,Labour Expenses,254,evening,02/06/2025
1186,0,Miscellaneous Labour Expenses,Labour Expenses,254,evening,02/06/2025
1187,0,Rental Charges,Machinery Expenses,254,evening,02/06/2025
1188,0,Repair Charges,Machinery Expenses,254,evening,02/06/2025
1189,0,Diesel,Machinery Expenses,254,evening,02/06/2025
1190,0,Operator Charges,Machinery Expenses,254,evening,02/06/2025
1191,0,Miscellaneous Machinery Expenses,Machinery Expenses,254,evening,02/06/2025
1192,0,"Materials (Paints, ...)",Material Purchases - Project Related,254,evening,02/06/2025
1193,0,Consumables Purchases,Material Purchases - Project Related,254,evening,02/06/2025
1194,0,Minor Tools,Material Purchases - Project Related,254,evening,02/06/2025
1195,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,254,evening,02/06/2025
1196,0,Miscellaneous Material Expenses,Material Purchases - Project Related,254,evening,02/06/2025
1197,0,Client Welfare,Sundries Expenses,254,evening,02/06/2025
1198,0,Pooja/Inaugural function at site,Sundries Expenses,254,evening,02/06/2025
1199,0,Gifts for Client,Sundries Expenses,254,evening,02/06/2025
1200,0,Miscellaneous,Sundries Expenses,254,evening,02/06/2025
1201,250,Staff Accommodation,Staff Expenses,252,evening,03/06/2025
1203,150,Travel Expenses,Staff Expenses,252,evening,03/06/2025
1205,510,Food Expenses,Staff Expenses,252,evening,03/06/2025
1202,250,Staff Accommodation,Staff Expenses,252,evening,03/06/2025
1207,0,Site Allowance,Staff Expenses,252,evening,03/06/2025
1204,150,Travel Expenses,Staff Expenses,252,evening,03/06/2025
1209,0,Other Purchases,Staff Expenses,252,evening,03/06/2025
1206,510,Food Expenses,Staff Expenses,252,evening,03/06/2025
1211,9600,Workmen Wages (incl. OT),Labour Expenses,252,evening,03/06/2025
1208,0,Site Allowance,Staff Expenses,252,evening,03/06/2025
1213,700,Workmen Food,Labour Expenses,252,evening,03/06/2025
1210,0,Other Purchases,Staff Expenses,252,evening,03/06/2025
1215,250,Workmen Accommodation,Labour Expenses,252,evening,03/06/2025
1212,9600,Workmen Wages (incl. OT),Labour Expenses,252,evening,03/06/2025
1217,200,Workmen Travel,Labour Expenses,252,evening,03/06/2025
1214,700,Workmen Food,Labour Expenses,252,evening,03/06/2025
1219,0,Miscellaneous Labour Expenses,Labour Expenses,252,evening,03/06/2025
1216,250,Workmen Accommodation,Labour Expenses,252,evening,03/06/2025
1221,0,Rental Charges,Machinery Expenses,252,evening,03/06/2025
1218,200,Workmen Travel,Labour Expenses,252,evening,03/06/2025
1223,0,Repair Charges,Machinery Expenses,252,evening,03/06/2025
1220,0,Miscellaneous Labour Expenses,Labour Expenses,252,evening,03/06/2025
1225,0,Diesel,Machinery Expenses,252,evening,03/06/2025
1222,0,Rental Charges,Machinery Expenses,252,evening,03/06/2025
1227,0,Operator Charges,Machinery Expenses,252,evening,03/06/2025
1224,0,Repair Charges,Machinery Expenses,252,evening,03/06/2025
1229,0,Miscellaneous Machinery Expenses,Machinery Expenses,252,evening,03/06/2025
1226,0,Diesel,Machinery Expenses,252,evening,03/06/2025
1231,0,"Materials (Paints, ...)",Material Purchases - Project Related,252,evening,03/06/2025
1228,0,Operator Charges,Machinery Expenses,252,evening,03/06/2025
1233,0,Consumables Purchases,Material Purchases - Project Related,252,evening,03/06/2025
1230,0,Miscellaneous Machinery Expenses,Machinery Expenses,252,evening,03/06/2025
1235,0,Minor Tools,Material Purchases - Project Related,252,evening,03/06/2025
1232,0,"Materials (Paints, ...)",Material Purchases - Project Related,252,evening,03/06/2025
1237,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,252,evening,03/06/2025
1234,0,Consumables Purchases,Material Purchases - Project Related,252,evening,03/06/2025
1239,0,Miscellaneous Material Expenses,Material Purchases - Project Related,252,evening,03/06/2025
1240,0,Client Welfare,Sundries Expenses,252,evening,03/06/2025
1236,0,Minor Tools,Material Purchases - Project Related,252,evening,03/06/2025
1242,0,Pooja/Inaugural function at site,Sundries Expenses,252,evening,03/06/2025
1238,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,252,evening,03/06/2025
1244,0,Gifts for Client,Sundries Expenses,252,evening,03/06/2025
1241,0,Miscellaneous Material Expenses,Material Purchases - Project Related,252,evening,03/06/2025
1246,0,Miscellaneous,Sundries Expenses,252,evening,03/06/2025
1243,0,Client Welfare,Sundries Expenses,252,evening,03/06/2025
1245,0,Pooja/Inaugural function at site,Sundries Expenses,252,evening,03/06/2025
1247,0,Gifts for Client,Sundries Expenses,252,evening,03/06/2025
1248,0,Miscellaneous,Sundries Expenses,252,evening,03/06/2025
1249,250,Staff Accommodation,Staff Expenses,250,evening,03/06/2025
1250,150,Travel Expenses,Staff Expenses,250,evening,03/06/2025
1251,210,Food Expenses,Staff Expenses,250,evening,03/06/2025
1252,0,Site Allowance,Staff Expenses,250,evening,03/06/2025
1253,0,Other Purchases,Staff Expenses,250,evening,03/06/2025
1254,5000,Workmen Wages (incl. OT),Labour Expenses,250,evening,03/06/2025
1255,280,Workmen Food,Labour Expenses,250,evening,03/06/2025
1256,200,Workmen Accommodation,Labour Expenses,250,evening,03/06/2025
1257,150,Workmen Travel,Labour Expenses,250,evening,03/06/2025
1258,0,Miscellaneous Labour Expenses,Labour Expenses,250,evening,03/06/2025
1259,0,Rental Charges,Machinery Expenses,250,evening,03/06/2025
1260,0,Repair Charges,Machinery Expenses,250,evening,03/06/2025
1261,0,Diesel,Machinery Expenses,250,evening,03/06/2025
1262,0,Operator Charges,Machinery Expenses,250,evening,03/06/2025
1263,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,03/06/2025
1264,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,03/06/2025
1265,0,Consumables Purchases,Material Purchases - Project Related,250,evening,03/06/2025
1266,0,Minor Tools,Material Purchases - Project Related,250,evening,03/06/2025
1267,250,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,03/06/2025
1268,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,03/06/2025
1269,0,Client Welfare,Sundries Expenses,250,evening,03/06/2025
1270,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,03/06/2025
1271,0,Gifts for Client,Sundries Expenses,250,evening,03/06/2025
1272,0,Miscellaneous,Sundries Expenses,250,evening,03/06/2025
1273,0,Staff Accommodation,Staff Expenses,253,evening,03/06/2025
1274,0,Travel Expenses,Staff Expenses,253,evening,03/06/2025
1275,0,Food Expenses,Staff Expenses,253,evening,03/06/2025
1276,0,Site Allowance,Staff Expenses,253,evening,03/06/2025
1277,0,Other Purchases,Staff Expenses,253,evening,03/06/2025
1278,0,Workmen Wages (incl. OT),Labour Expenses,253,evening,03/06/2025
1279,0,Workmen Food,Labour Expenses,253,evening,03/06/2025
1280,0,Workmen Accommodation,Labour Expenses,253,evening,03/06/2025
1281,0,Workmen Travel,Labour Expenses,253,evening,03/06/2025
1282,0,Miscellaneous Labour Expenses,Labour Expenses,253,evening,03/06/2025
1283,0,Rental Charges,Machinery Expenses,253,evening,03/06/2025
1284,0,Repair Charges,Machinery Expenses,253,evening,03/06/2025
1285,0,Diesel,Machinery Expenses,253,evening,03/06/2025
1286,0,Operator Charges,Machinery Expenses,253,evening,03/06/2025
1287,0,Miscellaneous Machinery Expenses,Machinery Expenses,253,evening,03/06/2025
1288,0,"Materials (Paints, ...)",Material Purchases - Project Related,253,evening,03/06/2025
1289,0,Consumables Purchases,Material Purchases - Project Related,253,evening,03/06/2025
1290,0,Minor Tools,Material Purchases - Project Related,253,evening,03/06/2025
1291,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,253,evening,03/06/2025
1292,0,Miscellaneous Material Expenses,Material Purchases - Project Related,253,evening,03/06/2025
1293,0,Client Welfare,Sundries Expenses,253,evening,03/06/2025
