id,child_type,created_at,end_time,number_of_machines,parent_type,project_id,remark,report_date,start_time,submit_timing,updated_at
702,Boom Lift 60 Feet,2025-06-04 11:31:35.945192,12:00 AM,,Boom,254,,04/06/2025,12:00 AM,evening,2025-06-04 11:31:35.945195
703,Boom Lift 45 Feet,2025-06-04 11:31:36.008331,12:00 AM,,Boom,254,,04/06/2025,12:00 AM,evening,2025-06-04 11:31:36.008336
704,Scissor Lift 18 mtr,2025-06-04 11:31:36.071545,12:00 AM,,Scissor,254,,04/06/2025,12:00 AM,evening,2025-06-04 11:31:36.071548
705,Crane 12 Ton,2025-06-04 12:07:42.541506,12:00 AM,,Crane,252,,04/06/2025,12:00 AM,evening,2025-06-04 12:07:42.541508
706,Crane 16 Ton,2025-06-04 12:07:42.604279,12:00 AM,,Crane,252,,04/06/2025,12:00 AM,evening,2025-06-04 12:07:42.604281
707,Crane 20 Ton,2025-06-04 12:07:42.666781,12:00 AM,,Crane,252,,04/06/2025,12:00 AM,evening,2025-06-04 12:07:42.666784
708,Crane 30 Ton,2025-06-04 12:07:42.729283,12:00 AM,,Crane,252,,04/06/2025,12:00 AM,evening,2025-06-04 12:07:42.729286
709,Crane 50 Ton,2025-06-04 12:07:42.791792,12:00 AM,,Crane,252,,04/06/2025,12:00 AM,evening,2025-06-04 12:07:42.791795
710,Crane 80 Ton,2025-06-04 12:07:42.854186,12:00 AM,,Crane,252,,04/06/2025,12:00 AM,evening,2025-06-04 12:07:42.854188
711,Boom Lift 120 Feet,2025-06-04 12:07:42.91654,12:00 AM,,Boom,252,,04/06/2025,12:00 AM,evening,2025-06-04 12:07:42.916543
712,Boom Lift 80 Feet,2025-06-04 12:07:42.978905,12:00 AM,,Boom,252,,04/06/2025,12:00 AM,evening,2025-06-04 12:07:42.978908
713,Boom Lift 60 Feet,2025-06-04 12:07:43.043908,12:00 AM,,Boom,252,,04/06/2025,12:00 AM,evening,2025-06-04 12:07:43.043911
714,Boom Lift 45 Feet,2025-06-04 12:07:43.106387,12:00 AM,,Boom,252,,04/06/2025,12:00 AM,evening,2025-06-04 12:07:43.106391
715,Scissor Lift 18 mtr,2025-06-04 12:07:43.168915,12:00 AM,,Scissor,252,,04/06/2025,12:00 AM,evening,2025-06-04 12:07:43.168918
716,Crane 16 Ton,2025-06-04 12:36:36.955094,6:00 PM,,Crane,250,,04/06/2025,3:00 PM,evening,2025-06-04 12:36:36.955097
717,Crane 16 Ton,2025-06-05 11:49:01.417048,1:00 PM,,Crane,250,,05/06/2025,9:00 AM,afternoon,2025-06-05 11:49:01.417051
718,Crane 16 Ton,2025-06-05 11:52:04.185983,6:00 PM,,Crane,250,,05/06/2025,9:00 AM,evening,2025-06-05 11:52:04.185987
719,Crane 12 Ton,2025-06-05 11:52:58.802161,12:00 AM,,Crane,252,,05/06/2025,12:00 AM,afternoon,2025-06-05 11:52:58.802164
720,Crane 16 Ton,2025-06-05 11:52:58.863871,12:00 AM,,Crane,252,,05/06/2025,12:00 AM,afternoon,2025-06-05 11:52:58.863873
721,Crane 20 Ton,2025-06-05 11:52:58.925636,12:00 AM,,Crane,252,,05/06/2025,12:00 AM,afternoon,2025-06-05 11:52:58.925638
722,Crane 30 Ton,2025-06-05 11:52:58.987378,12:00 AM,,Crane,252,,05/06/2025,12:00 AM,afternoon,2025-06-05 11:52:58.987381
723,Crane 50 Ton,2025-06-05 11:52:59.049154,12:00 AM,,Crane,252,,05/06/2025,12:00 AM,afternoon,2025-06-05 11:52:59.049157
724,Crane 80 Ton,2025-06-05 11:52:59.111717,12:00 AM,,Crane,252,,05/06/2025,12:00 AM,afternoon,2025-06-05 11:52:59.111719
725,Boom Lift 120 Feet,2025-06-05 11:52:59.173419,12:00 AM,,Boom,252,,05/06/2025,12:00 AM,afternoon,2025-06-05 11:52:59.173422
726,Boom Lift 80 Feet,2025-06-05 11:52:59.235152,12:00 AM,,Boom,252,,05/06/2025,12:00 AM,afternoon,2025-06-05 11:52:59.235154
727,Boom Lift 60 Feet,2025-06-05 11:52:59.29692,12:00 AM,,Boom,252,,05/06/2025,12:00 AM,afternoon,2025-06-05 11:52:59.296922
728,Boom Lift 45 Feet,2025-06-05 11:52:59.358704,12:00 AM,,Boom,252,,05/06/2025,12:00 AM,afternoon,2025-06-05 11:52:59.358707
729,Scissor Lift 18 mtr,2025-06-05 11:52:59.420412,12:00 AM,,Scissor,252,,05/06/2025,12:00 AM,afternoon,2025-06-05 11:52:59.420416
730,Crane 12 Ton,2025-06-05 11:57:19.364983,12:00 AM,,Crane,254,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 11:57:19.364985
731,Crane 16 Ton,2025-06-05 11:57:19.429493,12:00 AM,,Crane,254,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 11:57:19.429496
732,Crane 20 Ton,2025-06-05 11:57:19.493947,12:00 AM,,Crane,254,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 11:57:19.49395
733,Crane 30 Ton,2025-06-05 11:57:19.558438,12:00 AM,,Crane,254,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 11:57:19.558441
734,Crane 50 Ton,2025-06-05 11:57:19.622999,12:00 AM,,Crane,254,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 11:57:19.623002
735,Crane 80 Ton,2025-06-05 11:57:19.687531,12:00 AM,,Crane,254,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 11:57:19.687533
736,Boom Lift 120 Feet,2025-06-05 11:57:19.751995,12:00 AM,,Boom,254,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 11:57:19.751997
737,Boom Lift 80 Feet,2025-06-05 11:57:19.816411,12:00 AM,,Boom,254,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 11:57:19.816413
738,Boom Lift 60 Feet,2025-06-05 11:57:19.880997,12:00 AM,,Boom,254,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 11:57:19.880999
739,Boom Lift 45 Feet,2025-06-05 11:57:19.945574,12:00 AM,,Boom,254,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 11:57:19.945577
740,Scissor Lift 18 mtr,2025-06-05 11:57:20.010272,12:00 AM,,Scissor,254,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 11:57:20.010274
741,Crane 12 Ton,2025-06-05 12:00:51.337678,12:00 AM,,Crane,252,,05/06/2025,12:00 AM,evening,2025-06-05 12:00:51.337682
742,Crane 16 Ton,2025-06-05 12:00:51.401692,12:00 AM,,Crane,252,,05/06/2025,12:00 AM,evening,2025-06-05 12:00:51.401695
743,Crane 20 Ton,2025-06-05 12:00:51.465494,12:00 AM,,Crane,252,,05/06/2025,12:00 AM,evening,2025-06-05 12:00:51.465497
744,Crane 30 Ton,2025-06-05 12:00:51.529234,12:00 AM,,Crane,252,,05/06/2025,12:00 AM,evening,2025-06-05 12:00:51.529237
745,Crane 50 Ton,2025-06-05 12:00:51.592951,12:00 AM,,Crane,252,,05/06/2025,12:00 AM,evening,2025-06-05 12:00:51.592953
746,Crane 80 Ton,2025-06-05 12:00:51.656775,12:00 AM,,Crane,252,,05/06/2025,12:00 AM,evening,2025-06-05 12:00:51.656778
747,Boom Lift 120 Feet,2025-06-05 12:00:51.720543,12:00 AM,,Boom,252,,05/06/2025,12:00 AM,evening,2025-06-05 12:00:51.720546
748,Boom Lift 80 Feet,2025-06-05 12:00:51.784185,12:00 AM,,Boom,252,,05/06/2025,12:00 AM,evening,2025-06-05 12:00:51.784187
749,Boom Lift 60 Feet,2025-06-05 12:00:51.847971,12:00 AM,,Boom,252,,05/06/2025,12:00 AM,evening,2025-06-05 12:00:51.847974
750,Boom Lift 45 Feet,2025-06-05 12:00:51.911658,12:00 AM,,Boom,252,,05/06/2025,12:00 AM,evening,2025-06-05 12:00:51.91166
751,Scissor Lift 18 mtr,2025-06-05 12:00:51.975345,12:00 AM,,Scissor,252,,05/06/2025,12:00 AM,evening,2025-06-05 12:00:51.975348
752,Crane 12 Ton,2025-06-05 12:01:44.849719,12:00 AM,,Crane,254,,05/06/2025,12:00 AM,evening,2025-06-05 12:01:44.849722
753,Crane 16 Ton,2025-06-05 12:01:44.9142,12:00 AM,,Crane,254,,05/06/2025,12:00 AM,evening,2025-06-05 12:01:44.914203
754,Crane 20 Ton,2025-06-05 12:01:44.978785,12:00 AM,,Crane,254,,05/06/2025,12:00 AM,evening,2025-06-05 12:01:44.978788
755,Crane 30 Ton,2025-06-05 12:01:45.043279,12:00 AM,,Crane,254,,05/06/2025,12:00 AM,evening,2025-06-05 12:01:45.043283
756,Crane 50 Ton,2025-06-05 12:01:45.107782,12:00 AM,,Crane,254,,05/06/2025,12:00 AM,evening,2025-06-05 12:01:45.107785
757,Crane 80 Ton,2025-06-05 12:01:45.172405,12:00 AM,,Crane,254,,05/06/2025,12:00 AM,evening,2025-06-05 12:01:45.172407
758,Boom Lift 120 Feet,2025-06-05 12:01:45.240354,12:00 AM,,Boom,254,,05/06/2025,12:00 AM,evening,2025-06-05 12:01:45.240357
759,Boom Lift 80 Feet,2025-06-05 12:01:45.304835,12:00 AM,,Boom,254,,05/06/2025,12:00 AM,evening,2025-06-05 12:01:45.304837
760,Boom Lift 60 Feet,2025-06-05 12:01:45.370031,12:00 AM,,Boom,254,,05/06/2025,12:00 AM,evening,2025-06-05 12:01:45.370034
761,Boom Lift 45 Feet,2025-06-05 12:01:45.434495,12:00 AM,,Boom,254,,05/06/2025,12:00 AM,evening,2025-06-05 12:01:45.434498
762,Scissor Lift 18 mtr,2025-06-05 12:01:45.499088,12:00 AM,,Scissor,254,,05/06/2025,12:00 AM,evening,2025-06-05 12:01:45.49909
763,Crane 12 Ton,2025-06-05 12:20:52.76892,12:00 AM,,Crane,253,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 12:20:52.768922
764,Crane 16 Ton,2025-06-05 12:20:52.833891,12:00 AM,,Crane,253,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 12:20:52.833894
765,Crane 20 Ton,2025-06-05 12:20:52.898794,12:00 AM,,Crane,253,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 12:20:52.898796
766,Crane 30 Ton,2025-06-05 12:20:52.963634,12:00 AM,,Crane,253,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 12:20:52.963637
767,Crane 50 Ton,2025-06-05 12:20:53.028638,12:00 AM,,Crane,253,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 12:20:53.028641
768,Crane 80 Ton,2025-06-05 12:20:53.093559,12:00 AM,,Crane,253,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 12:20:53.093562
769,Boom Lift 120 Feet,2025-06-05 12:20:53.158417,12:00 AM,,Boom,253,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 12:20:53.15842
770,Boom Lift 80 Feet,2025-06-05 12:20:53.2234,12:00 AM,,Boom,253,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 12:20:53.223403
771,Boom Lift 60 Feet,2025-06-05 12:20:53.288314,12:00 AM,,Boom,253,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 12:20:53.288317
772,Boom Lift 45 Feet,2025-06-05 12:20:53.353171,12:00 AM,,Boom,253,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 12:20:53.353175
773,Scissor Lift 18 mtr,2025-06-05 12:20:53.418072,12:00 AM,,Scissor,253,No%20equipments%20,05/06/2025,12:00 AM,afternoon,2025-06-05 12:20:53.418074
774,Crane 12 Ton,2025-06-05 12:26:59.44309,12:00 AM,,Crane,253,,05/06/2025,12:00 AM,evening,2025-06-05 12:26:59.443093
775,Crane 16 Ton,2025-06-05 12:26:59.506835,12:00 AM,,Crane,253,,05/06/2025,12:00 AM,evening,2025-06-05 12:26:59.506838
776,Crane 20 Ton,2025-06-05 12:26:59.570685,12:00 AM,,Crane,253,,05/06/2025,12:00 AM,evening,2025-06-05 12:26:59.570688
777,Crane 30 Ton,2025-06-05 12:26:59.634567,12:00 AM,,Crane,253,,05/06/2025,12:00 AM,evening,2025-06-05 12:26:59.63457
778,Crane 50 Ton,2025-06-05 12:26:59.698457,12:00 AM,,Crane,253,,05/06/2025,12:00 AM,evening,2025-06-05 12:26:59.69846
779,Crane 80 Ton,2025-06-05 12:26:59.762283,12:00 AM,,Crane,253,,05/06/2025,12:00 AM,evening,2025-06-05 12:26:59.762286
780,Boom Lift 120 Feet,2025-06-05 12:26:59.82611,12:00 AM,,Boom,253,,05/06/2025,12:00 AM,evening,2025-06-05 12:26:59.826113
781,Boom Lift 80 Feet,2025-06-05 12:26:59.890096,12:00 AM,,Boom,253,,05/06/2025,12:00 AM,evening,2025-06-05 12:26:59.890099
782,Boom Lift 60 Feet,2025-06-05 12:26:59.953851,12:00 AM,,Boom,253,,05/06/2025,12:00 AM,evening,2025-06-05 12:26:59.953854
783,Boom Lift 45 Feet,2025-06-05 12:27:00.019045,12:00 AM,,Boom,253,,05/06/2025,12:00 AM,evening,2025-06-05 12:27:00.019048
784,Scissor Lift 18 mtr,2025-06-05 12:27:00.082848,12:00 AM,,Scissor,253,,05/06/2025,12:00 AM,evening,2025-06-05 12:27:00.082851
785,Crane 16 Ton,2025-06-06 10:09:46.40554,1:00 PM,,Crane,250,,06/06/2025,9:00 AM,afternoon,2025-06-06 10:09:46.405542
786,Crane 12 Ton,2025-06-06 10:10:33.476154,12:00 AM,,Crane,252,,06/06/2025,12:00 AM,afternoon,2025-06-06 10:10:33.476156
787,Crane 16 Ton,2025-06-06 10:10:33.540338,12:00 AM,,Crane,252,,06/06/2025,12:00 AM,afternoon,2025-06-06 10:10:33.540341
788,Crane 20 Ton,2025-06-06 10:10:33.60442,12:00 AM,,Crane,252,,06/06/2025,12:00 AM,afternoon,2025-06-06 10:10:33.604422
789,Crane 30 Ton,2025-06-06 10:10:33.668589,12:00 AM,,Crane,252,,06/06/2025,12:00 AM,afternoon,2025-06-06 10:10:33.668593
790,Crane 50 Ton,2025-06-06 10:10:33.732984,12:00 AM,,Crane,252,,06/06/2025,12:00 AM,afternoon,2025-06-06 10:10:33.732988
791,Crane 80 Ton,2025-06-06 10:10:33.797018,12:00 AM,,Crane,252,,06/06/2025,12:00 AM,afternoon,2025-06-06 10:10:33.797021
792,Boom Lift 120 Feet,2025-06-06 10:10:33.861206,12:00 AM,,Boom,252,,06/06/2025,12:00 AM,afternoon,2025-06-06 10:10:33.861208
793,Boom Lift 80 Feet,2025-06-06 10:10:33.925254,12:00 AM,,Boom,252,,06/06/2025,12:00 AM,afternoon,2025-06-06 10:10:33.925257
794,Boom Lift 60 Feet,2025-06-06 10:10:33.989249,12:00 AM,,Boom,252,,06/06/2025,12:00 AM,afternoon,2025-06-06 10:10:33.989252
795,Boom Lift 45 Feet,2025-06-06 10:10:34.053497,12:00 AM,,Boom,252,,06/06/2025,12:00 AM,afternoon,2025-06-06 10:10:34.0535
796,Scissor Lift 18 mtr,2025-06-06 10:10:34.117696,12:00 AM,,Scissor,252,,06/06/2025,12:00 AM,afternoon,2025-06-06 10:10:34.117699
797,Crane 12 Ton,2025-06-06 12:14:47.071562,12:00 AM,,Crane,253,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:14:47.071564
798,Crane 16 Ton,2025-06-06 12:14:47.136491,12:00 AM,,Crane,253,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:14:47.136493
799,Crane 20 Ton,2025-06-06 12:14:47.201256,12:00 AM,,Crane,253,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:14:47.201259
800,Crane 30 Ton,2025-06-06 12:14:47.266109,12:00 AM,,Crane,253,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:14:47.266112
801,Crane 50 Ton,2025-06-06 12:14:47.330841,12:00 AM,,Crane,253,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:14:47.330844
802,Crane 80 Ton,2025-06-06 12:14:47.395692,12:00 AM,,Crane,253,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:14:47.395696
803,Boom Lift 120 Feet,2025-06-06 12:14:47.465684,12:00 AM,,Boom,253,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:14:47.465687
804,Boom Lift 80 Feet,2025-06-06 12:14:47.530393,12:00 AM,,Boom,253,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:14:47.530395
805,Boom Lift 60 Feet,2025-06-06 12:14:47.595198,12:00 AM,,Boom,253,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:14:47.5952
806,Boom Lift 45 Feet,2025-06-06 12:14:47.660031,12:00 AM,,Boom,253,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:14:47.660034
807,Scissor Lift 18 mtr,2025-06-06 12:14:47.724789,12:00 AM,,Scissor,253,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:14:47.724791
808,Crane 12 Ton,2025-06-06 12:16:47.847325,12:00 AM,,Crane,253,,06/06/2025,12:00 AM,evening,2025-06-06 12:16:47.847327
809,Crane 16 Ton,2025-06-06 12:16:47.912371,12:00 AM,,Crane,253,,06/06/2025,12:00 AM,evening,2025-06-06 12:16:47.912374
810,Crane 20 Ton,2025-06-06 12:16:47.977289,12:00 AM,,Crane,253,,06/06/2025,12:00 AM,evening,2025-06-06 12:16:47.977292
811,Crane 30 Ton,2025-06-06 12:16:48.042255,12:00 AM,,Crane,253,,06/06/2025,12:00 AM,evening,2025-06-06 12:16:48.042258
812,Crane 50 Ton,2025-06-06 12:16:48.107214,12:00 AM,,Crane,253,,06/06/2025,12:00 AM,evening,2025-06-06 12:16:48.107216
813,Crane 80 Ton,2025-06-06 12:16:48.17216,12:00 AM,,Crane,253,,06/06/2025,12:00 AM,evening,2025-06-06 12:16:48.172162
814,Boom Lift 120 Feet,2025-06-06 12:16:48.237451,12:00 AM,,Boom,253,,06/06/2025,12:00 AM,evening,2025-06-06 12:16:48.237453
815,Boom Lift 80 Feet,2025-06-06 12:16:48.3024,12:00 AM,,Boom,253,,06/06/2025,12:00 AM,evening,2025-06-06 12:16:48.302403
816,Boom Lift 60 Feet,2025-06-06 12:16:48.367417,12:00 AM,,Boom,253,,06/06/2025,12:00 AM,evening,2025-06-06 12:16:48.367419
817,Boom Lift 45 Feet,2025-06-06 12:16:48.432362,12:00 AM,,Boom,253,,06/06/2025,12:00 AM,evening,2025-06-06 12:16:48.432365
818,Scissor Lift 18 mtr,2025-06-06 12:16:48.497304,12:00 AM,,Scissor,253,,06/06/2025,12:00 AM,evening,2025-06-06 12:16:48.497306
819,Crane 12 Ton,2025-06-06 12:18:57.717256,12:00 AM,,Crane,254,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:18:57.717259
820,Crane 16 Ton,2025-06-06 12:18:57.78043,12:00 AM,,Crane,254,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:18:57.780432
821,Crane 20 Ton,2025-06-06 12:18:57.84351,12:00 AM,,Crane,254,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:18:57.843513
822,Crane 30 Ton,2025-06-06 12:18:57.906748,12:00 AM,,Crane,254,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:18:57.90675
823,Crane 50 Ton,2025-06-06 12:18:57.969859,12:00 AM,,Crane,254,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:18:57.969862
824,Crane 80 Ton,2025-06-06 12:18:58.033062,12:00 AM,,Crane,254,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:18:58.033065
825,Boom Lift 120 Feet,2025-06-06 12:18:58.096233,12:00 AM,,Boom,254,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:18:58.096235
826,Boom Lift 80 Feet,2025-06-06 12:18:58.159386,12:00 AM,,Boom,254,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:18:58.159389
827,Boom Lift 60 Feet,2025-06-06 12:18:58.222502,12:00 AM,,Boom,254,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:18:58.222505
828,Boom Lift 45 Feet,2025-06-06 12:18:58.285732,12:00 AM,,Boom,254,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:18:58.285735
829,Scissor Lift 18 mtr,2025-06-06 12:18:58.348919,12:00 AM,,Scissor,254,No%20equipments%20,06/06/2025,12:00 AM,afternoon,2025-06-06 12:18:58.348922
830,Crane 16 Ton,2025-06-06 12:32:30.230326,6:00 PM,,Crane,250,,06/06/2025,9:00 AM,evening,2025-06-06 12:32:30.230329
831,Crane 12 Ton,2025-06-06 12:39:52.309806,12:00 AM,,Crane,252,,06/06/2025,12:00 AM,evening,2025-06-06 12:39:52.309809
832,Crane 16 Ton,2025-06-06 12:39:52.37351,12:00 AM,,Crane,252,,06/06/2025,12:00 AM,evening,2025-06-06 12:39:52.373514
833,Crane 20 Ton,2025-06-06 12:39:52.437051,12:00 AM,,Crane,252,,06/06/2025,12:00 AM,evening,2025-06-06 12:39:52.437054
834,Crane 30 Ton,2025-06-06 12:39:52.500676,12:00 AM,,Crane,252,,06/06/2025,12:00 AM,evening,2025-06-06 12:39:52.500678
835,Crane 50 Ton,2025-06-06 12:39:52.564345,12:00 AM,,Crane,252,,06/06/2025,12:00 AM,evening,2025-06-06 12:39:52.564348
836,Crane 80 Ton,2025-06-06 12:39:52.628084,12:00 AM,,Crane,252,,06/06/2025,12:00 AM,evening,2025-06-06 12:39:52.628087
837,Boom Lift 120 Feet,2025-06-06 12:39:52.691721,12:00 AM,,Boom,252,,06/06/2025,12:00 AM,evening,2025-06-06 12:39:52.691724
838,Boom Lift 80 Feet,2025-06-06 12:39:52.755396,12:00 AM,,Boom,252,,06/06/2025,12:00 AM,evening,2025-06-06 12:39:52.755398
839,Boom Lift 60 Feet,2025-06-06 12:39:52.819003,12:00 AM,,Boom,252,,06/06/2025,12:00 AM,evening,2025-06-06 12:39:52.819005
840,Boom Lift 45 Feet,2025-06-06 12:39:52.882722,12:00 AM,,Boom,252,,06/06/2025,12:00 AM,evening,2025-06-06 12:39:52.882725
841,Scissor Lift 18 mtr,2025-06-06 12:39:52.946925,12:00 AM,,Scissor,252,,06/06/2025,12:00 AM,evening,2025-06-06 12:39:52.946928
842,Crane 12 Ton,2025-06-06 12:46:36.211285,12:00 AM,,Crane,254,,06/06/2025,12:00 AM,evening,2025-06-06 12:46:36.211366
843,Crane 16 Ton,2025-06-06 12:46:36.275072,12:00 AM,,Crane,254,,06/06/2025,12:00 AM,evening,2025-06-06 12:46:36.275075
844,Crane 20 Ton,2025-06-06 12:46:36.338915,12:00 AM,,Crane,254,,06/06/2025,12:00 AM,evening,2025-06-06 12:46:36.338918
845,Crane 30 Ton,2025-06-06 12:46:36.402691,12:00 AM,,Crane,254,,06/06/2025,12:00 AM,evening,2025-06-06 12:46:36.402692
846,Crane 50 Ton,2025-06-06 12:46:36.466718,12:00 AM,,Crane,254,,06/06/2025,12:00 AM,evening,2025-06-06 12:46:36.466718
847,Crane 80 Ton,2025-06-06 12:46:36.531259,12:00 AM,,Crane,254,,06/06/2025,12:00 AM,evening,2025-06-06 12:46:36.53126
848,Boom Lift 120 Feet,2025-06-06 12:46:36.594943,12:00 AM,,Boom,254,,06/06/2025,12:00 AM,evening,2025-06-06 12:46:36.594944
849,Boom Lift 80 Feet,2025-06-06 12:46:36.658693,12:00 AM,,Boom,254,,06/06/2025,12:00 AM,evening,2025-06-06 12:46:36.658694
850,Boom Lift 60 Feet,2025-06-06 12:46:36.722798,12:00 AM,,Boom,254,,06/06/2025,12:00 AM,evening,2025-06-06 12:46:36.7228
851,Boom Lift 45 Feet,2025-06-06 12:46:36.787135,12:00 AM,,Boom,254,,06/06/2025,12:00 AM,evening,2025-06-06 12:46:36.787136
852,Scissor Lift 18 mtr,2025-06-06 12:46:36.850793,12:00 AM,,Scissor,254,,06/06/2025,12:00 AM,evening,2025-06-06 12:46:36.850794
853,Crane 12 Ton,2025-06-07 06:02:17.776739,12:00 AM,,Crane,253,No%20equipments%20,07/06/2025,12:00 AM,afternoon,2025-06-07 06:02:17.77674
854,Crane 16 Ton,2025-06-07 06:02:17.840176,12:00 AM,,Crane,253,No%20equipments%20,07/06/2025,12:00 AM,afternoon,2025-06-07 06:02:17.840178
855,Crane 20 Ton,2025-06-07 06:02:17.90344,12:00 AM,,Crane,253,No%20equipments%20,07/06/2025,12:00 AM,afternoon,2025-06-07 06:02:17.903442
856,Crane 30 Ton,2025-06-07 06:02:17.966813,12:00 AM,,Crane,253,No%20equipments%20,07/06/2025,12:00 AM,afternoon,2025-06-07 06:02:17.966815
857,Crane 50 Ton,2025-06-07 06:02:18.030136,12:00 AM,,Crane,253,No%20equipments%20,07/06/2025,12:00 AM,afternoon,2025-06-07 06:02:18.030137
858,Crane 80 Ton,2025-06-07 06:02:18.0935,12:00 AM,,Crane,253,No%20equipments%20,07/06/2025,12:00 AM,afternoon,2025-06-07 06:02:18.093502
859,Boom Lift 120 Feet,2025-06-07 06:02:18.156851,12:00 AM,,Boom,253,No%20equipments%20,07/06/2025,12:00 AM,afternoon,2025-06-07 06:02:18.156852
860,Boom Lift 80 Feet,2025-06-07 06:02:18.220135,12:00 AM,,Boom,253,No%20equipments%20,07/06/2025,12:00 AM,afternoon,2025-06-07 06:02:18.220137
861,Boom Lift 60 Feet,2025-06-07 06:02:18.283412,12:00 AM,,Boom,253,No%20equipments%20,07/06/2025,12:00 AM,afternoon,2025-06-07 06:02:18.283413
862,Boom Lift 45 Feet,2025-06-07 06:02:18.346762,12:00 AM,,Boom,253,No%20equipments%20,07/06/2025,12:00 AM,afternoon,2025-06-07 06:02:18.346763
863,Scissor Lift 18 mtr,2025-06-07 06:02:18.410113,12:00 AM,,Scissor,253,No%20equipments%20,07/06/2025,12:00 AM,afternoon,2025-06-07 06:02:18.410115
864,Crane 12 Ton,2025-06-07 11:13:29.70083,12:00 AM,,Crane,254,,07/06/2025,12:00 AM,afternoon,2025-06-07 11:13:29.700831
865,Crane 16 Ton,2025-06-07 11:13:29.765481,12:00 AM,,Crane,254,,07/06/2025,12:00 AM,afternoon,2025-06-07 11:13:29.765482
866,Crane 20 Ton,2025-06-07 11:13:29.830162,12:00 AM,,Crane,254,,07/06/2025,12:00 AM,afternoon,2025-06-07 11:13:29.830163
867,Crane 30 Ton,2025-06-07 11:13:29.894801,12:00 AM,,Crane,254,,07/06/2025,12:00 AM,afternoon,2025-06-07 11:13:29.894802
868,Crane 50 Ton,2025-06-07 11:13:29.959368,12:00 AM,,Crane,254,,07/06/2025,12:00 AM,afternoon,2025-06-07 11:13:29.959369
869,Crane 80 Ton,2025-06-07 11:13:30.02407,12:00 AM,,Crane,254,,07/06/2025,12:00 AM,afternoon,2025-06-07 11:13:30.024071
870,Boom Lift 120 Feet,2025-06-07 11:13:30.088732,12:00 AM,,Boom,254,,07/06/2025,12:00 AM,afternoon,2025-06-07 11:13:30.088733
871,Boom Lift 80 Feet,2025-06-07 11:13:30.153361,12:00 AM,,Boom,254,,07/06/2025,12:00 AM,afternoon,2025-06-07 11:13:30.153363
872,Boom Lift 60 Feet,2025-06-07 11:13:30.21798,12:00 AM,,Boom,254,,07/06/2025,12:00 AM,afternoon,2025-06-07 11:13:30.217981
