id,created_at,project_id,reported_date,reporting_time,status,updated_at,dir_remark,pe_remark,pm_remark,pe_expense_remark,pe_machinary_remark,pe_material_remark,man_power_remark,pm_expense_remark,pm_machinary_remark,pm_material_remark,pm_manpower_remark,pm_after_machinary_remark,pm_after_manpower_remark,pm_even_machinary_remark,pm_morn_manpower_remark,submitted_by,after_man_power_remark,morn_man_power_remark,lattitude,longitude,approved_by,dir_aft_mach_remark,dir_aft_man_remark,dir_evng_expense_remark,dir_evng_mach_remark,dir_evng_mat_remark,dir_morn_man_remark,dir_mach_remark,dir_man_remark,dir_material_remark,dir_expense_remark
269,2025-06-14 16:41:05.521624,252,14/06/2025,evening,approved,2025-06-18 09:57:47.244365,,,,,,,,,,,,,,,,315,,,77.053664,13.5247048,320,,,,,,,,,,
279,2025-06-16 10:07:02.085984,252,16/06/2025,morning,approved,2025-06-18 09:57:56.876472,,,,,,,,,,,,,,,,315,,,77.0522258,13.5260177,320,,,,,,,,,,
281,2025-06-16 17:12:38.148251,252,16/06/2025,afternoon,approved,2025-06-18 09:57:56.876497,,,,,,,,,,,,,,,,315,,,77.0523747,13.5260307,320,,,,,,,,,,
283,2025-06-16 18:50:14.631802,252,16/06/2025,evening,approved,2025-06-18 09:57:56.876507,,,,,,Cladding%20sheets%20fixing%2C%20Windows%20frames%20welding%203%20no's%20done%2C%20embedded%20plates%20fixing%20and%20windows%20frames%20erection%204%20no's%20has%20been%20completed%20,,,,,,,,,,315,,,77.0541702,13.5369537,320,,,,,,,,,,
285,2025-06-17 09:34:49.772751,252,17/06/2025,morning,approved,2025-06-18 09:58:05.901351,,,,,,,,,,,,,,,,315,,,77.0529899,13.5247785,320,,,,,,,,,,
289,2025-06-17 14:25:08.373041,252,17/06/2025,afternoon,approved,2025-06-18 09:58:05.901376,,,,,,,,,,,,,,,,315,,,77.0524359,13.5260941,320,,,,,,,,,,
294,2025-06-17 17:43:52.381495,252,17/06/2025,evening,approved,2025-06-18 09:58:05.901383,,,,,,,,,,,,,,,,315,,,77.0526304,13.5250933,320,,,,,,,,,,
296,2025-06-18 09:56:59.211569,252,18/06/2025,morning,approved,2025-06-18 20:27:41.400368,,,,,,,,,,,,,,,,315,,,77.0523843,13.5259677,320,,,,,,,,,,
300,2025-06-18 16:06:40.828279,252,18/06/2025,afternoon,approved,2025-06-18 20:27:41.400405,,,,,,,,,,,,,,,,315,,,77.0523315,13.5260357,320,,,,,,,,,,
304,2025-06-18 17:49:08.846626,252,18/06/2025,evening,approved,2025-06-18 20:27:41.400418,,,,,,,,,,,,,,,,315,,,77.0523651,13.5260534,320,,,,,,,,,,
256,2025-06-13 16:36:12.202425,250,13/06/2025,evening,approved,2025-06-20 15:04:22.690284,,,,,,,,,,,,,,,,315,,,77.0521594,13.5248122,314,,,,,,,,,,
284,2025-06-17 09:34:28.121741,250,17/06/2025,morning,approved,2025-06-20 19:00:52.832865,,,,,,,,,,,,,,,,315,,,77.0529754,13.5247981,314,,,,,,,,,,
288,2025-06-17 14:23:55.64372,250,17/06/2025,afternoon,approved,2025-06-20 19:00:52.832892,,,,,,,,,,,,,,,,315,,,77.0523744,13.5260434,314,,,,,,,,,,
293,2025-06-17 17:37:47.880419,250,17/06/2025,evening,approved,2025-06-20 19:00:52.832899,,,,,,,,,,,,,,,,315,,,77.0528451,13.5249763,314,,,,,,,,,,
295,2025-06-18 09:56:30.004442,250,18/06/2025,morning,approved,2025-06-20 19:01:08.614212,,,,,,,,,,,,,,,,315,,,77.0523422,13.5260667,314,,,,,,,,,,
299,2025-06-18 16:05:52.248716,250,18/06/2025,afternoon,approved,2025-06-20 19:01:08.614243,,,,,,,,,,,,,,,,315,,,77.0523285,13.5260739,314,,,,,,,,,,
303,2025-06-18 17:44:53.97398,250,18/06/2025,evening,approved,2025-06-20 19:01:08.614286,,,,,,,,,,,,,,,,315,,,77.0523723,13.526034,314,,,,,,,,,,
307,2025-06-19 11:52:52.626381,250,19/06/2025,morning,approved,2025-06-20 19:01:28.536346,,,,,,,,,,,,,,,,315,,,0.0,0.0,314,,,,,,,,,,
313,2025-06-19 14:38:11.417177,250,19/06/2025,afternoon,approved,2025-06-20 19:01:28.536371,,,,,,,,,,,,,,,,315,,,77.0523902,13.5260164,314,,,,,,,,,,
315,2025-06-19 17:33:33.94548,250,19/06/2025,evening,approved,2025-06-20 19:01:28.536378,,,,,,,,,,,,,,,,315,,,77.0523285,13.5260761,314,,,,,,,,,,
319,2025-06-20 13:19:24.229522,250,20/06/2025,morning,approved,2025-06-20 19:01:41.459583,,,,,,,,,,,,,,,,315,,,77.0530087,13.5352705,314,,,,,,,,,,
320,2025-06-20 13:20:26.962695,250,20/06/2025,afternoon,approved,2025-06-20 19:01:41.459607,,,,,,,,,,,,,,,,315,,,77.054129,13.5369526,314,,,,,,,,,,
286,2025-06-17 11:13:16.943285,253,17/06/2025,morning,approved,2025-06-21 10:40:48.66608,,,,,,,Roof%20Painting%20in%20progress%20,,,,,,,,,317,,,74.8210287,12.9282844,314,,,,,,,,,,
290,2025-06-17 17:11:32.230399,253,17/06/2025,afternoon,approved,2025-06-21 10:40:48.666104,,,,,No%20equipments%20,,Roof%20Painting%20going%20on%20,,,,,,,,,317,,,74.8033366,12.9741504,314,,,,,,,,,,
297,2025-06-18 12:10:14.114866,253,18/06/2025,morning,approved,2025-06-21 10:40:57.814495,,,,,,,Roof%20Painting%20in%20progress%20,,,,,,,,,317,,,74.8178609,12.923669,314,,,,,,,,,,
301,2025-06-18 17:17:09.933663,253,18/06/2025,afternoon,approved,2025-06-21 10:40:57.814525,,,,,No%20equipments%20,,,,,,,,,,,317,,,74.8178875,12.9234966,314,,,,,,,,,,
306,2025-06-18 18:17:31.82506,253,18/06/2025,evening,approved,2025-06-21 10:40:57.814533,,,,,,Roof%20Painting%20-Today%204%20bays%20completed%20in%20one%20side%20-Total%2010%20bays%20completed%20in%20one%20side,,,,,,,,,,317,,,74.8212027,12.9311424,314,,,,,,,,,,
309,2025-06-19 14:17:56.641771,253,19/06/2025,morning,approved,2025-06-21 10:41:08.033469,,,,,,,Roof%20Painting%20in%20progress%20,,,,,,,,,317,,,74.8187777,12.9248055,314,,,,,,,,,,
310,2025-06-19 14:19:10.820204,253,19/06/2025,afternoon,approved,2025-06-21 10:41:08.033493,,,,,No%20equipments%20,,,,,,,,,,,317,,,74.8184411,12.9241014,314,,,,,,,,,,
275,2025-06-14 17:28:09.331522,254,14/06/2025,morning,approved,2025-06-21 10:41:25.462164,,,,,,,,,,,,,,,,317,,,74.8195321,12.933277,314,,,,,,,,,,
276,2025-06-14 17:28:41.083105,254,14/06/2025,afternoon,approved,2025-06-21 10:41:25.462186,,,,,,,,,,,,,,,,317,,,74.8195321,12.933277,314,,,,,,,,,,
277,2025-06-14 17:33:40.919198,254,14/06/2025,evening,approved,2025-06-21 10:41:25.462193,,,,,,,,,,,,,,,,317,,,74.8198678,12.9336595,314,,,,,,,,,,
298,2025-06-18 12:11:09.298763,254,18/06/2025,morning,approved,2025-06-21 11:33:26.638116,,,,,,,Roof%20Purlins%20tightening%20in%20progress%20(Labours%20present%20from%2010.30),,,,,,,,,317,,,74.8177341,12.9237465,314,,,,,,,,,,
302,2025-06-18 17:17:59.777776,254,18/06/2025,afternoon,approved,2025-06-21 11:33:26.638143,,,,,No%20equipments%20,,,,,,,,,,,317,,,74.8178924,12.9235841,314,,,,,,,,,,
305,2025-06-18 17:53:28.495055,254,18/06/2025,evening,approved,2025-06-21 11:33:26.638152,,,,,,Roof%20Purlins%2Csag%20angles%2Cbrace%20rods%20-%20tightening%20completed%20,,,,,,,,,,317,,,74.8180528,12.9247863,314,,,,,,,,,,
311,2025-06-19 14:22:12.845054,254,19/06/2025,morning,approved,2025-06-21 11:33:55.690306,,,,,,,side%20cladding%20Girt%20Re-fixing%20(%20-%20for%20Weld%20mesh,,,,,,,,,317,,,74.8183421,12.9242002,314,,,,,,,,,,
312,2025-06-19 14:24:38.147,254,19/06/2025,afternoon,approved,2025-06-21 11:33:55.690337,,,,,No%20equipments%20,,Same%20work%20in%20progress%20-%2015%20nos%20re-fixed%2F40,,,,,,,,,317,,,74.8187701,12.9247992,314,,,,,,,,,,
308,2025-06-19 11:53:40.684751,252,19/06/2025,morning,approved,2025-06-21 15:18:51.10593,,,,,,,,,,,,,,,,315,,,77.05243,13.5254179,320,,,,,,,,,,
314,2025-06-19 14:38:59.472493,252,19/06/2025,afternoon,approved,2025-06-21 15:18:51.105954,,,,,,,,,,,,,,,,315,,,77.0525237,13.5261805,320,,,,,,,,,,
316,2025-06-19 17:37:08.718552,252,19/06/2025,evening,approved,2025-06-21 15:18:51.105962,,,,,,,,,,,,,,,,315,,,77.052388,13.5262901,320,,,,,,,,,,
321,2025-06-20 13:20:58.576524,252,20/06/2025,morning,approved,2025-06-21 15:19:00.737377,,,,,,,,,,,,,,,,315,,,77.0542263,13.5371592,320,,,,,,,,,,
322,2025-06-20 13:21:41.18369,252,20/06/2025,afternoon,approved,2025-06-21 15:19:00.737451,,,,,,,,,,,,,,,,315,,,77.0542263,13.5371592,320,,,,,,,,,,
278,2025-06-16 10:06:23.814658,250,16/06/2025,morning,approved,2025-06-20 19:00:38.697172,,,,,,,,,,,,,,,,315,,,77.0523161,13.5260624,314,,,,,,,,,,
280,2025-06-16 17:11:48.469295,250,16/06/2025,afternoon,approved,2025-06-20 19:00:38.697195,,,,,,,,,,,,,,,,315,,,0.0,0.0,314,,,,,,,,,,
282,2025-06-16 18:46:41.59703,250,16/06/2025,evening,approved,2025-06-20 19:00:38.697202,,,,,,One%20vehicle%20materials%20unloading%20and%20Grid%20CA%20columns%20alignment%20work%20,,,,,,,,,,315,,,0.0,0.0,314,,,,,,,,,,
323,2025-06-20 18:30:41.127956,250,20/06/2025,evening,approved,2025-06-20 19:01:41.459616,,,,,,,,,,,,,,,,315,,,77.0539268,13.5369438,314,,,,,,,,,,
273,2025-06-14 17:22:28.929059,253,14/06/2025,evening,approved,2025-06-21 10:40:40.256019,,,,,,,,,,,,,,,,317,,,74.8202822,12.9266513,314,,,,,,,,,,
274,2025-06-14 17:22:39.698074,253,14/06/2025,evening,approved,2025-06-21 10:40:40.256026,,,,,,,,,,,,,,,,317,,,74.8202822,12.9266513,314,,,,,,,,,,
291,2025-06-17 17:14:53.244977,253,17/06/2025,evening,approved,2025-06-21 10:40:48.666112,,,,,,3%20Bays%20completed%20today%2C%20total%204%20bay%20completed%20in%202nd%20side,,,,,,,,,,317,,,74.8036179,12.9742408,314,,,,,,,,,,
317,2025-06-19 18:31:22.439028,253,19/06/2025,evening,approved,2025-06-21 10:41:08.033503,,,,Painting%20Roller%20-%2020%20nos%20%3D%20470,,Roof%20Painting%2090%25%20completed,,,,,,,,,,317,,,74.8215111,12.9279841,314,,,,,,,,,,
325,2025-06-20 18:51:30.247119,253,20/06/2025,morning,approved,2025-06-21 10:41:16.882579,,,,,,,Painting%20in%20progress%20,,,,,,,,,317,,,74.8199665,12.9330696,314,,,,,,,,,,
326,2025-06-20 18:52:28.366919,253,20/06/2025,afternoon,approved,2025-06-21 10:41:16.882601,,,,,No%20equipments%20,,Painting%20%26%20Sag%20angles%20fixing%20in%20progress%20,,,,,,,,,317,,,74.8259937,12.9280954,314,,,,,,,,,,
327,2025-06-20 18:59:40.237582,253,20/06/2025,evening,approved,2025-06-21 10:41:16.882609,,,,,,,,,,,,,,,,317,,,74.8269051,12.9270859,314,,,,,,,,,,
334,2025-06-21 10:46:36.571117,254,21/06/2025,morning,pending,2025-06-21 10:46:36.571127,,,,,,,No%20work%20,,,,,,,,,317,,,74.8178804,12.9235433,,,,,,,,,,,
328,2025-06-20 19:25:12.740847,254,20/06/2025,morning,approved,2025-06-21 11:33:35.814783,,,,,,,Louvers%20channels%20Re-fixing%20(6%20nos),,,,,,,,,317,,,74.8056745,12.9681879,314,,,,,,,,,,
329,2025-06-20 19:26:36.508084,254,20/06/2025,afternoon,approved,2025-06-21 11:33:35.814809,,,,,No%20equipments%20,,Labours%20gone%20to%20L1,,,,,,,,,317,,,74.8044326,12.9727229,314,,,,,,,,,,
330,2025-06-20 19:32:32.207185,254,20/06/2025,evening,approved,2025-06-21 11:33:35.814816,,,,,,Louvers%20channels%20Re-fixed%206%20nos(total%20completed%20,,,,,,,,,,317,,,74.8043194,12.9740788,314,,,,,,,,,,
318,2025-06-19 18:36:49.519149,254,19/06/2025,evening,approved,2025-06-21 11:33:55.690347,,,,SRS%20logistics%20-%20530%20(J%20bolt%201302%20nos%20),,Louver%20channel%20Re-fixing%20-%2034%20channel%20fixed%20%2F%2040%20channels,,,,,,,,,,317,,,74.8281511,12.9254169,314,,,,,,,,,,
324,2025-06-20 18:38:57.41302,252,20/06/2025,evening,approved,2025-06-21 15:19:00.73747,,,,,,,,,,,,,,,,315,,,77.0541605,13.5370802,320,,,,,,,,,,
339,2025-06-21 18:19:13.353746,254,21/06/2025,afternoon,pending,2025-06-21 18:19:13.353757,,,,,No%20equipments%20,,,,,,,,,,,317,,,74.8213769,12.9282338,,,,,,,,,,,
332,2025-06-21 09:32:33.677899,252,21/06/2025,morning,approved,2025-06-23 12:14:20.575585,,,,,,,,,,,,,,,,315,,,77.0522505,13.5260934,320,,,,,,,,,,
336,2025-06-21 14:49:21.265419,252,21/06/2025,afternoon,approved,2025-06-23 12:14:20.575607,,,,,,,,,,,,,,,,315,,,77.053157,13.5247854,320,,,,,,,,,,
341,2025-06-21 18:56:14.091036,252,21/06/2025,evening,approved,2025-06-23 12:14:20.575615,,,,,,,,,,,,,,,,315,,,77.05418,13.5373593,320,,,,,,,,,,
352,2025-06-23 19:22:02.374863,254,23/06/2025,morning,pending,2025-06-23 19:22:02.374873,,,,,,,No%20work%20,,,,,,,,,317,,,74.8048859,12.9743132,,,,,,,,,,,
353,2025-06-23 19:22:26.447778,254,23/06/2025,afternoon,pending,2025-06-23 19:22:26.447788,,,,,No%20equipments%20,,,,,,,,,,,317,,,74.8048859,12.9743132,,,,,,,,,,,
348,2025-06-23 19:16:03.627289,253,23/06/2025,morning,approved,2025-06-24 09:47:28.044028,,,,,,,No%20work%20,,,,,,,,,317,,,74.8049115,12.9743369,314,,,,,,,,,,
349,2025-06-23 19:16:30.614121,253,23/06/2025,afternoon,approved,2025-06-24 09:47:28.044051,,,,,No%20equipments%20,,,,,,,,,,,317,,,74.8048473,12.9742686,314,,,,,,,,,,
350,2025-06-23 19:20:50.087862,253,23/06/2025,evening,approved,2025-06-24 09:47:28.044057,,,,,,Sag%20angles%2034%20nos%20fixed%20by%20yesterday%20,,,,,,,,,,317,,,74.8049833,12.9742981,314,,,,,,,,,,
351,2025-06-23 19:21:36.984452,253,23/06/2025,evening,approved,2025-06-24 09:47:28.044064,,,,,,Sag%20angles%2034%20nos%20fixed%20by%20yesterday%20,,,,,,,,,,317,,,74.8049833,12.9742981,314,,,,,,,,,,
333,2025-06-21 10:46:17.832839,253,21/06/2025,morning,approved,2025-06-24 09:47:37.765487,,,,,,,painting%20in%20progress%20%26%20Sag%20angles%20fixing%2C%20purlins%20bolt%20tightening%20,,,,,,,,,317,,,74.8178909,12.9235419,314,,,,,,,,,,
337,2025-06-21 18:15:40.492615,253,21/06/2025,afternoon,approved,2025-06-24 09:47:37.765509,,,,,No%20equipments%20,,,,,,,,,,,317,,,74.8214091,12.9281451,314,,,,,,,,,,
338,2025-06-21 18:17:45.559712,253,21/06/2025,evening,approved,2025-06-24 09:47:37.765516,,,,,,,,,,,,,,,,317,,,74.8213737,12.9282479,314,,,,,,,,,,
342,2025-06-23 09:54:47.335244,250,23/06/2025,morning,approved,2025-06-25 10:53:25.942444,,,,,,,,,,,,,,,,315,,,77.0523289,13.5253585,314,,,,,,,,,,
344,2025-06-23 15:01:08.005131,250,23/06/2025,afternoon,approved,2025-06-25 10:53:25.942471,,,,,,,,,,,,,,,,315,,,77.0523289,13.5260722,314,,,,,,,,,,
331,2025-06-21 09:31:32.210066,250,21/06/2025,morning,approved,2025-06-25 10:53:36.349665,,,,,,,,,,,,,,,,315,,,77.0523499,13.5260597,314,,,,,,,,,,
335,2025-06-21 14:48:10.320164,250,21/06/2025,afternoon,approved,2025-06-25 10:53:36.349695,,,,,,,,,,,,,,,,315,,,77.053174,13.5247853,314,,,,,,,,,,
340,2025-06-21 18:50:48.578785,250,21/06/2025,evening,approved,2025-06-25 10:53:36.349707,,,,,,,,,,,,,,,,315,,,77.0541443,13.5375208,314,,,,,,,,,,
359,2025-06-24 18:20:59.919608,253,24/06/2025,morning,approved,2025-06-25 10:53:48.017566,,,,,,,Painting%20%26%20Sag%20angles%20fixing%20,,,,,,,,,317,,,74.8208979,12.9319783,314,,,,,,,,,,
360,2025-06-24 18:22:09.334882,253,24/06/2025,afternoon,approved,2025-06-25 10:53:48.01759,,,,,No%20equipments%20,,Painting%20team%20shifted%20to%20L2,,,,,,,,,317,,,74.8194031,12.9331091,314,,,,,,,,,,
362,2025-06-24 19:02:56.104967,254,24/06/2025,morning,approved,2025-06-25 10:53:58.915167,,,,,,,Morning%20No%20work%20was%20there%20,,,,,,,,,317,,,74.8048194,12.9742396,314,,,,,,,,,,
363,2025-06-24 19:04:26.118311,254,24/06/2025,afternoon,approved,2025-06-25 10:53:58.915192,,,,,No%20equipments%20,,Last%20bay%20Roof%20Painting%20completed%20,,,,,,,,,317,,,74.8049813,12.9741595,314,,,,,,,,,,
343,2025-06-23 09:55:55.550461,252,23/06/2025,morning,approved,2025-06-26 12:12:03.50529,,,,,,,,,,,,,,,,315,,,77.0524875,13.5255091,320,,,,,,,,,,
345,2025-06-23 15:02:33.573441,252,23/06/2025,afternoon,approved,2025-06-26 12:12:03.505314,,,,,,,,,,,,,,,,315,,,77.0523493,13.5261379,320,,,,,,,,,,
346,2025-06-23 19:03:43.228315,252,23/06/2025,evening,approved,2025-06-26 12:12:03.505321,,,,,,,,,,,,,,,,315,,,77.0460662,13.4929861,320,,,,,,,,,,
355,2025-06-24 10:23:22.039004,252,24/06/2025,morning,approved,2025-06-26 12:12:16.861378,,,,,,,,,,,,,,,,315,,,77.0523107,13.5260037,320,,,,,,,,,,
357,2025-06-24 15:04:36.114849,252,24/06/2025,afternoon,approved,2025-06-26 12:12:16.861402,,,,,,,,,,,,,,,,315,,,77.0523437,13.5247925,320,,,,,,,,,,
365,2025-06-24 19:07:11.101453,252,24/06/2025,evening,approved,2025-06-26 12:12:16.86141,,,,,,,,,,,,,,,,315,,,77.054147,13.5371164,320,,,,,,,,,,
366,2025-06-25 09:33:20.453707,250,25/06/2025,morning,approved,2025-06-27 11:49:33.822354,,,,,,,,,,,,,,,,315,,,77.0524554,13.5250697,314,,,,,,,,,,
354,2025-06-24 10:22:46.020288,250,24/06/2025,morning,approved,2025-06-25 10:53:10.608988,,,,,,,,,,,,,,,,315,,,77.052373,13.5260918,314,,,,,,,,,,
356,2025-06-24 15:03:15.664713,250,24/06/2025,afternoon,approved,2025-06-25 10:53:10.609019,,,,,,,,,,,,,,,,315,,,77.0524005,13.5248587,314,,,,,,,,,,
358,2025-06-24 18:05:45.127733,250,24/06/2025,evening,approved,2025-06-25 10:53:10.609029,,,,,,,,,,,,,,,,315,,,77.0524336,13.5244583,314,,,,,,,,,,
347,2025-06-23 19:07:10.419519,250,23/06/2025,evening,approved,2025-06-25 10:53:25.942478,,,,,,,,,,,,,,,,315,,,77.0460605,13.4929887,314,,,,,,,,,,
361,2025-06-24 18:46:08.494709,253,24/06/2025,evening,approved,2025-06-25 10:53:48.017597,,,,7000%20for%20Thinner%20-%202%20can,,,,,,,,,,,,317,,,74.8211347,12.9334707,314,,,,,,,,,,
364,2025-06-24 19:06:41.655675,254,24/06/2025,evening,approved,2025-06-25 10:53:58.9152,,,,,,Roof%20Painting%20completed%20,,,,,,,,,,317,,,74.8049643,12.9742312,314,,,,,,,,,,
367,2025-06-25 09:33:51.705774,252,25/06/2025,morning,approved,2025-06-26 12:12:28.752767,,,,,,,,,,,,,,,,315,,,77.0525651,13.5250629,320,,,,,,,,,,
369,2025-06-25 13:53:06.380395,252,25/06/2025,afternoon,approved,2025-06-26 12:12:28.752789,,,,,,,,,,,,,,,,315,,,77.0355126,13.4738417,320,,,,,,,,,,
371,2025-06-25 20:13:08.506672,252,25/06/2025,evening,approved,2025-06-26 12:12:28.752796,,,,,,,,,,,,,,,,315,,,76.3194622,14.2312091,320,,,,,,,,,,
368,2025-06-25 13:47:52.148259,250,25/06/2025,afternoon,approved,2025-06-27 11:49:33.822376,,,,,,,,,,,,,,,,315,,,77.0355247,13.473871,314,,,,,,,,,,
370,2025-06-25 20:08:14.734054,250,25/06/2025,evening,approved,2025-06-27 11:49:33.822383,,,,,,,,,,,,,,,,315,,,76.3195585,14.231188,314,,,,,,,,,,
372,2025-06-26 18:00:43.001895,253,26/06/2025,morning,approved,2025-06-27 11:49:55.704832,,,,,,,Sag%20angles%20fixed%2019%20nos%20%26%20Gable%20Girts%20shifted%20for%20erection,,,,,,,,,317,,,74.8181335,12.9235031,314,,,,,,,,,,
373,2025-06-26 18:02:26.858544,253,26/06/2025,afternoon,approved,2025-06-27 11:49:55.704857,,,,,No%20equipments%20,,,,,,,,,,,317,,,74.818058,12.9235729,314,,,,,,,,,,
374,2025-06-26 18:09:10.458902,253,26/06/2025,evening,approved,2025-06-27 11:49:55.704869,,,,,,,,,,,,,,,,317,,,74.8180627,12.9235714,314,,,,,,,,,,
375,2025-06-26 18:10:24.089108,254,26/06/2025,morning,approved,2025-06-27 11:50:19.171888,,,,,,,Painting%20team%203%20-%20cladding%20painting%20%26%20Sheeting%20team%209%20-%20preparations%20for%20roof%20sheeting%20,,,,,,,,,317,,,74.8180563,12.9235685,314,,,,,,,,,,
376,2025-06-26 18:11:23.181472,254,26/06/2025,afternoon,approved,2025-06-27 11:50:19.17191,,,,,,,Sheeting%20only%20availed%20upto%201%20pm,,,,,,,,,317,,,74.8180697,12.9235773,314,,,,,,,,,,
377,2025-06-26 18:13:57.522203,254,26/06/2025,evening,approved,2025-06-27 11:50:19.171918,,,,,,,,,,,,,,,,317,,,74.8180644,12.9235793,314,,,,,,,,,,
379,2025-06-27 10:43:44.297176,252,27/06/2025,morning,approved,2025-06-30 20:38:18.128412,,,,,,,,,,,,,,,,315,,,77.0524267,13.5261469,320,,,,,,,,,,
380,2025-06-27 14:56:38.266139,252,27/06/2025,afternoon,approved,2025-06-30 20:38:18.128435,,,,,,,,,,,,,,,,315,,,0.0,0.0,320,,,,,,,,,,
383,2025-06-27 17:55:10.778181,252,27/06/2025,evening,approved,2025-06-30 20:38:18.128442,,,,,,,,,,,,,,,,315,,,77.0523599,13.5257663,320,,,,,,,,,,
385,2025-06-28 09:20:42.274183,252,28/06/2025,morning,approved,2025-06-30 20:38:33.141058,,,,,,,,,,,,,,,,315,,,77.0525534,13.5251658,320,,,,,,,,,,
387,2025-06-28 14:32:24.307227,252,28/06/2025,afternoon,approved,2025-06-30 20:38:33.14108,,,,,,,,,,,,,,,,315,,,77.0522263,13.5262386,320,,,,,,,,,,
389,2025-06-28 18:23:03.839782,252,28/06/2025,evening,approved,2025-06-30 20:38:33.141087,,,,,,,,,,,,,,,,315,,,77.0541408,13.536987,320,,,,,,,,,,
391,2025-06-30 10:29:46.9696,252,30/06/2025,morning,approved,2025-06-30 20:38:48.191338,,,,,,,,,,,,,,,,315,,,77.0523547,13.5253164,320,,,,,,,,,,
395,2025-06-30 14:55:20.983152,252,30/06/2025,afternoon,approved,2025-06-30 20:38:48.191369,,,,,,,,,,,,,,,,315,,,77.0525672,13.5244639,320,,,,,,,,,,
396,2025-06-30 14:55:21.096636,252,30/06/2025,afternoon,approved,2025-06-30 20:38:48.191384,,,,,,,,,,,,,,,,315,,,77.0525672,13.5244639,320,,,,,,,,,,
397,2025-06-30 14:55:21.389035,252,30/06/2025,afternoon,approved,2025-06-30 20:38:48.191394,,,,,,,,,,,,,,,,315,,,77.0525672,13.5244639,320,,,,,,,,,,
398,2025-06-30 14:55:21.764509,252,30/06/2025,afternoon,approved,2025-06-30 20:38:48.191405,,,,,,,,,,,,,,,,315,,,77.0525672,13.5244639,320,,,,,,,,,,
400,2025-06-30 18:08:57.806342,252,30/06/2025,evening,approved,2025-06-30 20:38:48.191415,,,,,,,,,,,,,,,,315,,,77.0523437,13.5262003,320,,,,,,,,,,
378,2025-06-27 10:43:16.27569,250,27/06/2025,morning,approved,2025-07-01 17:28:07.920319,,,,,,,,,,,,,,,,315,,,77.0522983,13.5259089,314,,,,,,,,,,
381,2025-06-27 14:57:41.898613,250,27/06/2025,afternoon,approved,2025-07-01 17:28:07.92034,,,,,,,,,,,,,,,,315,,,77.0543276,13.5370852,314,,,,,,,,,,
382,2025-06-27 17:49:36.246164,250,27/06/2025,evening,approved,2025-07-01 17:28:07.920353,,,,,,,,,,,,,,,,315,,,77.0527781,13.5253789,314,,,,,,,,,,
390,2025-06-30 10:29:18.048407,250,30/06/2025,morning,approved,2025-07-01 17:28:29.390384,,,,,,,,,,,,,,,,315,,,77.0524129,13.5253686,314,,,,,,,,,,
392,2025-06-30 14:46:03.602521,250,30/06/2025,afternoon,approved,2025-07-01 17:28:29.390409,,,,,,,,,,,,,,,,315,,,77.0525956,13.5244051,314,,,,,,,,,,
393,2025-06-30 14:46:03.643467,250,30/06/2025,afternoon,approved,2025-07-01 17:28:29.390426,,,,,,,,,,,,,,,,315,,,77.0525956,13.5244051,314,,,,,,,,,,
394,2025-06-30 14:46:03.647972,250,30/06/2025,afternoon,approved,2025-07-01 17:28:29.390433,,,,,,,,,,,,,,,,315,,,77.0525956,13.5244051,314,,,,,,,,,,
399,2025-06-30 18:05:50.580297,250,30/06/2025,evening,approved,2025-07-01 17:28:29.390439,,,,,,,,,,,,,,,,315,,,77.0524258,13.5260612,314,,,,,,,,,,
384,2025-06-28 09:20:11.066849,250,28/06/2025,morning,approved,2025-07-01 17:28:41.010322,,,,,,,,,,,,,,,,315,,,77.0527556,13.5250387,314,,,,,,,,,,
386,2025-06-28 14:31:16.841973,250,28/06/2025,afternoon,approved,2025-07-01 17:28:41.010347,,,,,,,,,,,,,,,,315,,,77.0522474,13.5262169,314,,,,,,,,,,
388,2025-06-28 18:19:57.931641,250,28/06/2025,evening,approved,2025-07-01 17:28:41.010355,,,,,,,,,,,,,,,,315,,,77.0541497,13.5375618,314,,,,,,,,,,
401,2025-07-01 12:55:28.824669,250,01/07/2025,morning,approved,2025-07-03 12:05:18.684141,,,,,,,,,,,,,,,,315,,,77.0528411,13.5247685,314,,,,,,,,,,
403,2025-07-01 13:53:11.139199,250,01/07/2025,afternoon,approved,2025-07-03 12:05:18.684164,,,,,,,,,,,,,,,,315,,,0.0,0.0,314,,,,,,,,,,
407,2025-07-02 10:43:31.280338,250,02/07/2025,morning,approved,2025-07-09 17:07:08.413634,,,,,,,,,,,,,,,,315,,,77.0525369,13.525286,314,,,,,,,,,,
409,2025-07-02 14:54:09.011674,250,02/07/2025,afternoon,approved,2025-07-09 17:07:08.413656,,,,,,,,,,,,,,,,315,,,77.0524375,13.5260714,314,,,,,,,,,,
411,2025-07-02 17:39:47.217545,250,02/07/2025,evening,approved,2025-07-09 17:07:08.413666,,,,,,,,,,,,,,,,315,,,0.0,0.0,314,,,,,,,,,,
414,2025-07-03 11:57:13.076903,250,03/07/2025,morning,approved,2025-07-09 17:12:48.550029,,,,,,,,,,,,,,,,315,,,77.0523314,13.5262195,314,,,,,,,,,,
402,2025-07-01 12:56:05.155179,252,01/07/2025,morning,approved,2025-10-15 14:31:46.777002,,,,,,,,,,,,,,,,315,,,77.0529873,13.5246174,314,,,,,,,,,,
