id,created_at,man_count,man_power_type,reported_date,reporting_time,updated_at,project_id,remark
824,2025-06-09 14:01:21.750351,2,Rigger / Helper,09/06/2025,afternoon,2025-06-09 14:01:21.750352,250,
825,2025-06-09 14:01:21.812665,0,Welder / Gas Cutter / Grinder,09/06/2025,afternoon,2025-06-09 14:01:21.812667,250,
826,2025-06-09 14:01:21.874723,0,Signal Man / Fire Man,09/06/2025,afternoon,2025-06-09 14:01:21.874725,250,
827,2025-06-09 14:01:21.936663,0,Daily Wage Labour,09/06/2025,afternoon,2025-06-09 14:01:21.936664,250,
828,2025-06-09 14:01:21.99871,0,Others,09/06/2025,afternoon,2025-06-09 14:01:21.998711,250,
829,2025-06-09 14:12:22.6084,2,Welder / Gas Cutter / Grinder,09/06/2025,afternoon,2025-06-09 14:12:22.608402,252,
830,2025-06-09 14:12:22.67155,6,Fitter / Fabricator,09/06/2025,afternoon,2025-06-09 14:12:22.671551,252,
831,2025-06-09 14:12:22.734833,6,Rigger / Helper,09/06/2025,afternoon,2025-06-09 14:12:22.734835,252,
832,2025-06-09 14:12:22.797936,0,Signal Man / Fire Man,09/06/2025,afternoon,2025-06-09 14:12:22.797937,252,
833,2025-06-09 14:12:22.861116,0,Daily Wage Labour,09/06/2025,afternoon,2025-06-09 14:12:22.861117,252,
834,2025-06-09 14:12:22.924217,0,Others,09/06/2025,afternoon,2025-06-09 14:12:22.924219,252,
835,2025-06-10 03:54:31.927713,2,Fitter / Fabricator,10/06/2025,morning,2025-06-10 03:54:31.927715,250,
836,2025-06-10 03:54:31.990177,2,Rigger / Helper,10/06/2025,morning,2025-06-10 03:54:31.990178,250,
837,2025-06-10 03:54:32.052731,0,Welder / Gas Cutter / Grinder,10/06/2025,morning,2025-06-10 03:54:32.052733,250,
838,2025-06-10 03:54:32.115233,0,Signal Man / Fire Man,10/06/2025,morning,2025-06-10 03:54:32.115234,250,
839,2025-06-10 03:54:32.177621,0,Daily Wage Labour,10/06/2025,morning,2025-06-10 03:54:32.177622,250,
840,2025-06-10 03:54:32.240049,0,Others,10/06/2025,morning,2025-06-10 03:54:32.24005,250,
841,2025-06-10 03:55:05.418694,2,Welder / Gas Cutter / Grinder,10/06/2025,morning,2025-06-10 03:55:05.418695,252,
842,2025-06-10 03:55:05.481514,6,Fitter / Fabricator,10/06/2025,morning,2025-06-10 03:55:05.481515,252,
843,2025-06-10 03:55:05.543773,7,Rigger / Helper,10/06/2025,morning,2025-06-10 03:55:05.543774,252,
844,2025-06-10 03:55:05.606002,0,Signal Man / Fire Man,10/06/2025,morning,2025-06-10 03:55:05.606003,252,
845,2025-06-10 03:55:05.66863,0,Daily Wage Labour,10/06/2025,morning,2025-06-10 03:55:05.668632,252,
846,2025-06-10 03:55:05.730994,0,Others,10/06/2025,morning,2025-06-10 03:55:05.730995,252,
847,2025-06-10 08:38:11.846393,2,Fitter / Fabricator,10/06/2025,afternoon,2025-06-10 08:38:11.846394,250,
848,2025-06-10 08:38:11.910916,2,Rigger / Helper,10/06/2025,afternoon,2025-06-10 08:38:11.910917,250,
849,2025-06-10 08:38:11.974851,0,Welder / Gas Cutter / Grinder,10/06/2025,afternoon,2025-06-10 08:38:11.974853,250,
850,2025-06-10 08:38:12.038819,0,Signal Man / Fire Man,10/06/2025,afternoon,2025-06-10 08:38:12.03882,250,
851,2025-06-10 08:38:12.102872,0,Daily Wage Labour,10/06/2025,afternoon,2025-06-10 08:38:12.102873,250,
852,2025-06-10 08:38:12.16686,0,Others,10/06/2025,afternoon,2025-06-10 08:38:12.166862,250,
853,2025-06-10 08:40:46.214387,2,Welder / Gas Cutter / Grinder,10/06/2025,afternoon,2025-06-10 08:40:46.214388,252,
854,2025-06-10 08:40:46.2775,6,Fitter / Fabricator,10/06/2025,afternoon,2025-06-10 08:40:46.277501,252,
855,2025-06-10 08:40:46.340749,7,Rigger / Helper,10/06/2025,afternoon,2025-06-10 08:40:46.34075,252,
856,2025-06-10 08:40:46.403923,0,Signal Man / Fire Man,10/06/2025,afternoon,2025-06-10 08:40:46.403925,252,
857,2025-06-10 08:40:46.467077,0,Daily Wage Labour,10/06/2025,afternoon,2025-06-10 08:40:46.467079,252,
858,2025-06-10 08:40:46.530339,0,Others,10/06/2025,afternoon,2025-06-10 08:40:46.530341,252,
859,2025-06-10 11:36:32.564189,2,Others,10/06/2025,morning,2025-06-10 11:36:32.56419,253,
860,2025-06-10 11:36:32.627808,0,Welder / Gas Cutter / Grinder,10/06/2025,morning,2025-06-10 11:36:32.627809,253,
861,2025-06-10 11:36:32.691061,0,Fitter / Fabricator,10/06/2025,morning,2025-06-10 11:36:32.691063,253,
862,2025-06-10 11:36:32.754333,0,Rigger / Helper,10/06/2025,morning,2025-06-10 11:36:32.754335,253,
863,2025-06-10 11:36:32.817631,0,Signal Man / Fire Man,10/06/2025,morning,2025-06-10 11:36:32.817637,253,
864,2025-06-10 11:36:32.880898,0,Daily Wage Labour,10/06/2025,morning,2025-06-10 11:36:32.8809,253,
865,2025-06-10 11:37:39.269084,2,Others,10/06/2025,afternoon,2025-06-10 11:37:39.269085,253,Painting%20-%20In%20one%20side%2018%20bay%20completed%20-%20Next%20side%20in%20progress%20
866,2025-06-10 11:37:39.331946,0,Welder / Gas Cutter / Grinder,10/06/2025,afternoon,2025-06-10 11:37:39.331947,253,Painting%20-%20In%20one%20side%2018%20bay%20completed%20-%20Next%20side%20in%20progress%20
867,2025-06-10 11:37:39.394841,0,Fitter / Fabricator,10/06/2025,afternoon,2025-06-10 11:37:39.394843,253,Painting%20-%20In%20one%20side%2018%20bay%20completed%20-%20Next%20side%20in%20progress%20
868,2025-06-10 11:37:39.457896,0,Rigger / Helper,10/06/2025,afternoon,2025-06-10 11:37:39.457897,253,Painting%20-%20In%20one%20side%2018%20bay%20completed%20-%20Next%20side%20in%20progress%20
869,2025-06-10 11:37:39.521015,0,Signal Man / Fire Man,10/06/2025,afternoon,2025-06-10 11:37:39.521016,253,Painting%20-%20In%20one%20side%2018%20bay%20completed%20-%20Next%20side%20in%20progress%20
870,2025-06-10 11:37:39.583973,0,Daily Wage Labour,10/06/2025,afternoon,2025-06-10 11:37:39.583974,253,Painting%20-%20In%20one%20side%2018%20bay%20completed%20-%20Next%20side%20in%20progress%20
871,2025-06-10 11:38:51.082225,0,Welder / Gas Cutter / Grinder,10/06/2025,morning,2025-06-10 11:38:51.082227,254,
872,2025-06-10 11:38:51.145445,3,Fitter / Fabricator,10/06/2025,morning,2025-06-10 11:38:51.145447,254,
873,2025-06-10 11:38:51.208731,4,Rigger / Helper,10/06/2025,morning,2025-06-10 11:38:51.208733,254,
874,2025-06-10 11:38:51.271936,0,Signal Man / Fire Man,10/06/2025,morning,2025-06-10 11:38:51.271937,254,
875,2025-06-10 11:38:51.3351,0,Daily Wage Labour,10/06/2025,morning,2025-06-10 11:38:51.335101,254,
876,2025-06-10 11:38:51.398345,0,Others,10/06/2025,morning,2025-06-10 11:38:51.398346,254,
877,2025-06-10 11:39:38.528353,3,Fitter / Fabricator,10/06/2025,afternoon,2025-06-10 11:39:38.528354,254,
878,2025-06-10 11:39:38.591159,4,Rigger / Helper,10/06/2025,afternoon,2025-06-10 11:39:38.591161,254,
879,2025-06-10 11:39:38.654027,0,Welder / Gas Cutter / Grinder,10/06/2025,afternoon,2025-06-10 11:39:38.654029,254,
880,2025-06-10 11:39:38.716848,0,Signal Man / Fire Man,10/06/2025,afternoon,2025-06-10 11:39:38.716849,254,
881,2025-06-10 11:39:38.782909,0,Daily Wage Labour,10/06/2025,afternoon,2025-06-10 11:39:38.782911,254,
882,2025-06-10 11:39:38.846381,0,Others,10/06/2025,afternoon,2025-06-10 11:39:38.846382,254,
883,2025-06-11 08:12:18.91063,2,Fitter / Fabricator,11/06/2025,morning,2025-06-11 08:12:18.910632,250,
884,2025-06-11 08:12:18.973486,2,Rigger / Helper,11/06/2025,morning,2025-06-11 08:12:18.973487,250,
885,2025-06-11 08:12:19.03645,0,Welder / Gas Cutter / Grinder,11/06/2025,morning,2025-06-11 08:12:19.036452,250,
886,2025-06-11 08:12:19.099257,0,Signal Man / Fire Man,11/06/2025,morning,2025-06-11 08:12:19.099259,250,
887,2025-06-11 08:12:19.162097,0,Daily Wage Labour,11/06/2025,morning,2025-06-11 08:12:19.162099,250,
888,2025-06-11 08:12:19.22523,0,Others,11/06/2025,morning,2025-06-11 08:12:19.225231,250,
889,2025-06-11 08:13:03.565571,2,Fitter / Fabricator,11/06/2025,afternoon,2025-06-11 08:13:03.565572,250,
890,2025-06-11 08:13:03.628253,2,Rigger / Helper,11/06/2025,afternoon,2025-06-11 08:13:03.628254,250,
891,2025-06-11 08:13:03.691095,0,Welder / Gas Cutter / Grinder,11/06/2025,afternoon,2025-06-11 08:13:03.691096,250,
892,2025-06-11 08:13:03.75377,0,Signal Man / Fire Man,11/06/2025,afternoon,2025-06-11 08:13:03.753771,250,
893,2025-06-11 08:13:03.816636,0,Daily Wage Labour,11/06/2025,afternoon,2025-06-11 08:13:03.816638,250,
894,2025-06-11 08:13:03.879353,0,Others,11/06/2025,afternoon,2025-06-11 08:13:03.879354,250,
895,2025-06-11 08:13:31.50982,2,Welder / Gas Cutter / Grinder,11/06/2025,morning,2025-06-11 08:13:31.509821,252,
896,2025-06-11 08:13:31.572768,6,Fitter / Fabricator,11/06/2025,morning,2025-06-11 08:13:31.572769,252,
897,2025-06-11 08:13:31.635495,6,Rigger / Helper,11/06/2025,morning,2025-06-11 08:13:31.635496,252,
898,2025-06-11 08:13:31.698328,0,Signal Man / Fire Man,11/06/2025,morning,2025-06-11 08:13:31.698329,252,
899,2025-06-11 08:13:31.761435,0,Daily Wage Labour,11/06/2025,morning,2025-06-11 08:13:31.761437,252,
900,2025-06-11 08:13:31.824337,0,Others,11/06/2025,morning,2025-06-11 08:13:31.824339,252,
901,2025-06-11 08:14:17.026883,2,Welder / Gas Cutter / Grinder,11/06/2025,afternoon,2025-06-11 08:14:17.026884,252,
902,2025-06-11 08:14:17.090992,6,Fitter / Fabricator,11/06/2025,afternoon,2025-06-11 08:14:17.090993,252,
903,2025-06-11 08:14:17.155033,6,Rigger / Helper,11/06/2025,afternoon,2025-06-11 08:14:17.155034,252,
904,2025-06-11 08:14:17.219119,0,Signal Man / Fire Man,11/06/2025,afternoon,2025-06-11 08:14:17.219121,252,
905,2025-06-11 08:14:17.283074,0,Daily Wage Labour,11/06/2025,afternoon,2025-06-11 08:14:17.283075,252,
906,2025-06-11 08:14:17.347088,0,Others,11/06/2025,afternoon,2025-06-11 08:14:17.347089,252,
908,2025-06-11 11:32:16.431212,0,Welder / Gas Cutter / Grinder,11/06/2025,morning,2025-06-11 11:32:16.431214,253,
907,2025-06-11 11:32:16.431298,0,Welder / Gas Cutter / Grinder,11/06/2025,morning,2025-06-11 11:32:16.431299,253,
910,2025-06-11 11:32:16.493912,0,Fitter / Fabricator,11/06/2025,morning,2025-06-11 11:32:16.493913,253,
909,2025-06-11 11:32:16.493912,0,Fitter / Fabricator,11/06/2025,morning,2025-06-11 11:32:16.493913,253,
911,2025-06-11 11:32:16.556968,0,Rigger / Helper,11/06/2025,morning,2025-06-11 11:32:16.556969,253,
912,2025-06-11 11:32:16.55665,0,Rigger / Helper,11/06/2025,morning,2025-06-11 11:32:16.556651,253,
913,2025-06-11 11:32:16.619932,0,Signal Man / Fire Man,11/06/2025,morning,2025-06-11 11:32:16.619933,253,
914,2025-06-11 11:32:16.619481,0,Signal Man / Fire Man,11/06/2025,morning,2025-06-11 11:32:16.619482,253,
915,2025-06-11 11:32:16.682458,0,Daily Wage Labour,11/06/2025,morning,2025-06-11 11:32:16.682459,253,
916,2025-06-11 11:32:16.682184,0,Daily Wage Labour,11/06/2025,morning,2025-06-11 11:32:16.682186,253,
917,2025-06-11 11:32:16.744998,0,Others,11/06/2025,morning,2025-06-11 11:32:16.744999,253,
918,2025-06-11 11:32:16.744948,0,Others,11/06/2025,morning,2025-06-11 11:32:16.74495,253,
925,2025-06-11 11:32:41.896236,0,Welder / Gas Cutter / Grinder,11/06/2025,afternoon,2025-06-11 11:32:41.896236,253,
926,2025-06-11 11:32:41.958976,0,Fitter / Fabricator,11/06/2025,afternoon,2025-06-11 11:32:41.958977,253,
927,2025-06-11 11:32:42.021704,0,Rigger / Helper,11/06/2025,afternoon,2025-06-11 11:32:42.021706,253,
928,2025-06-11 11:32:42.085017,0,Signal Man / Fire Man,11/06/2025,afternoon,2025-06-11 11:32:42.085018,253,
929,2025-06-11 11:32:42.147806,0,Daily Wage Labour,11/06/2025,afternoon,2025-06-11 11:32:42.147807,253,
930,2025-06-11 11:32:42.210751,0,Others,11/06/2025,afternoon,2025-06-11 11:32:42.210753,253,
931,2025-06-11 11:34:53.336095,0,Welder / Gas Cutter / Grinder,11/06/2025,morning,2025-06-11 11:34:53.336097,254,
932,2025-06-11 11:34:53.398893,0,Fitter / Fabricator,11/06/2025,morning,2025-06-11 11:34:53.398894,254,
933,2025-06-11 11:34:53.461549,0,Rigger / Helper,11/06/2025,morning,2025-06-11 11:34:53.46155,254,
934,2025-06-11 11:34:53.524238,0,Signal Man / Fire Man,11/06/2025,morning,2025-06-11 11:34:53.52424,254,
935,2025-06-11 11:34:53.586914,0,Daily Wage Labour,11/06/2025,morning,2025-06-11 11:34:53.586915,254,
936,2025-06-11 11:34:53.649681,0,Others,11/06/2025,morning,2025-06-11 11:34:53.649683,254,
937,2025-06-11 11:35:23.028883,0,Welder / Gas Cutter / Grinder,11/06/2025,afternoon,2025-06-11 11:35:23.028886,254,
938,2025-06-11 11:35:23.090745,0,Fitter / Fabricator,11/06/2025,afternoon,2025-06-11 11:35:23.090746,254,
939,2025-06-11 11:35:23.152513,0,Rigger / Helper,11/06/2025,afternoon,2025-06-11 11:35:23.152515,254,
940,2025-06-11 11:35:23.214415,0,Signal Man / Fire Man,11/06/2025,afternoon,2025-06-11 11:35:23.214416,254,
941,2025-06-11 11:35:23.276094,0,Daily Wage Labour,11/06/2025,afternoon,2025-06-11 11:35:23.276096,254,
942,2025-06-11 11:35:23.337902,0,Others,11/06/2025,afternoon,2025-06-11 11:35:23.337903,254,
943,2025-06-12 04:10:51.434738,2,Fitter / Fabricator,12/06/2025,morning,2025-06-12 04:10:51.434739,250,
944,2025-06-12 04:10:51.497259,3,Rigger / Helper,12/06/2025,morning,2025-06-12 04:10:51.49726,250,
945,2025-06-12 04:10:51.559751,0,Welder / Gas Cutter / Grinder,12/06/2025,morning,2025-06-12 04:10:51.559753,250,
946,2025-06-12 04:10:51.622376,0,Signal Man / Fire Man,12/06/2025,morning,2025-06-12 04:10:51.622378,250,
947,2025-06-12 04:10:51.684764,0,Daily Wage Labour,12/06/2025,morning,2025-06-12 04:10:51.684765,250,
948,2025-06-12 04:10:51.74722,0,Others,12/06/2025,morning,2025-06-12 04:10:51.747221,250,
949,2025-06-12 04:15:15.122059,2,Welder / Gas Cutter / Grinder,12/06/2025,morning,2025-06-12 04:15:15.12206,252,
950,2025-06-12 04:15:15.184503,6,Fitter / Fabricator,12/06/2025,morning,2025-06-12 04:15:15.184505,252,
951,2025-06-12 04:15:15.247576,6,Rigger / Helper,12/06/2025,morning,2025-06-12 04:15:15.247577,252,
952,2025-06-12 04:15:15.310516,0,Signal Man / Fire Man,12/06/2025,morning,2025-06-12 04:15:15.310517,252,
953,2025-06-12 04:15:15.372955,0,Daily Wage Labour,12/06/2025,morning,2025-06-12 04:15:15.372956,252,
954,2025-06-12 04:15:15.435484,0,Others,12/06/2025,morning,2025-06-12 04:15:15.435486,252,
955,2025-06-12 06:59:29.673208,7,Others,12/06/2025,morning,2025-06-12 06:59:29.67321,256,
956,2025-06-12 06:59:29.736947,3,Rigger / Helper,12/06/2025,morning,2025-06-12 06:59:29.736948,256,
957,2025-06-12 06:59:29.800861,0,Welder / Gas Cutter / Grinder,12/06/2025,morning,2025-06-12 06:59:29.800862,256,
958,2025-06-12 06:59:29.864547,0,Fitter / Fabricator,12/06/2025,morning,2025-06-12 06:59:29.864549,256,
959,2025-06-12 06:59:29.928332,0,Signal Man / Fire Man,12/06/2025,morning,2025-06-12 06:59:29.928333,256,
960,2025-06-12 06:59:29.992053,0,Daily Wage Labour,12/06/2025,morning,2025-06-12 06:59:29.992054,256,
961,2025-06-12 07:00:11.915619,7,Others,12/06/2025,afternoon,2025-06-12 07:00:11.91562,256,
962,2025-06-12 07:00:11.979582,3,Rigger / Helper,12/06/2025,afternoon,2025-06-12 07:00:11.979583,256,
963,2025-06-12 07:00:12.043632,0,Welder / Gas Cutter / Grinder,12/06/2025,afternoon,2025-06-12 07:00:12.043633,256,
964,2025-06-12 07:00:12.107745,0,Fitter / Fabricator,12/06/2025,afternoon,2025-06-12 07:00:12.107746,256,
965,2025-06-12 07:00:12.171728,0,Signal Man / Fire Man,12/06/2025,afternoon,2025-06-12 07:00:12.171729,256,
966,2025-06-12 07:00:12.235713,0,Daily Wage Labour,12/06/2025,afternoon,2025-06-12 07:00:12.235714,256,
967,2025-06-12 11:14:07.315289,2,Fitter / Fabricator,12/06/2025,afternoon,2025-06-12 11:14:07.31529,250,
968,2025-06-12 11:14:07.37699,2,Rigger / Helper,12/06/2025,afternoon,2025-06-12 11:14:07.376991,250,
969,2025-06-12 11:14:07.443895,0,Welder / Gas Cutter / Grinder,12/06/2025,afternoon,2025-06-12 11:14:07.443896,250,
970,2025-06-12 11:14:07.505369,0,Signal Man / Fire Man,12/06/2025,afternoon,2025-06-12 11:14:07.50537,250,
971,2025-06-12 11:14:07.566935,0,Daily Wage Labour,12/06/2025,afternoon,2025-06-12 11:14:07.566936,250,
972,2025-06-12 11:14:07.628506,0,Others,12/06/2025,afternoon,2025-06-12 11:14:07.628508,250,
973,2025-06-12 11:20:53.937229,2,Welder / Gas Cutter / Grinder,12/06/2025,afternoon,2025-06-12 11:20:53.937231,252,
974,2025-06-12 11:20:53.999329,8,Fitter / Fabricator,12/06/2025,afternoon,2025-06-12 11:20:53.999331,252,
975,2025-06-12 11:20:54.061535,9,Rigger / Helper,12/06/2025,afternoon,2025-06-12 11:20:54.061536,252,
976,2025-06-12 11:20:54.123722,0,Signal Man / Fire Man,12/06/2025,afternoon,2025-06-12 11:20:54.123723,252,
977,2025-06-12 11:20:54.186098,0,Daily Wage Labour,12/06/2025,afternoon,2025-06-12 11:20:54.186099,252,
978,2025-06-12 11:20:54.24844,0,Others,12/06/2025,afternoon,2025-06-12 11:20:54.248442,252,
979,2025-06-12 11:41:47.715072,0,Welder / Gas Cutter / Grinder,12/06/2025,morning,2025-06-12 11:41:47.715073,253,
980,2025-06-12 11:41:47.778671,0,Fitter / Fabricator,12/06/2025,morning,2025-06-12 11:41:47.778672,253,
981,2025-06-12 11:41:47.842277,0,Rigger / Helper,12/06/2025,morning,2025-06-12 11:41:47.842279,253,
982,2025-06-12 11:41:47.90598,0,Signal Man / Fire Man,12/06/2025,morning,2025-06-12 11:41:47.905981,253,
983,2025-06-12 11:41:47.969688,0,Daily Wage Labour,12/06/2025,morning,2025-06-12 11:41:47.96969,253,
984,2025-06-12 11:41:48.033131,0,Others,12/06/2025,morning,2025-06-12 11:41:48.033132,253,
985,2025-06-12 11:42:46.527344,0,Welder / Gas Cutter / Grinder,12/06/2025,afternoon,2025-06-12 11:42:46.527345,253,
986,2025-06-12 11:42:46.589298,0,Fitter / Fabricator,12/06/2025,afternoon,2025-06-12 11:42:46.5893,253,
987,2025-06-12 11:42:46.680865,0,Rigger / Helper,12/06/2025,afternoon,2025-06-12 11:42:46.680867,253,
988,2025-06-12 11:42:46.742949,0,Signal Man / Fire Man,12/06/2025,afternoon,2025-06-12 11:42:46.742951,253,
989,2025-06-12 11:42:46.804886,0,Daily Wage Labour,12/06/2025,afternoon,2025-06-12 11:42:46.804887,253,
990,2025-06-12 11:42:46.866822,0,Others,12/06/2025,afternoon,2025-06-12 11:42:46.866824,253,
991,2025-06-12 11:50:48.92768,0,Welder / Gas Cutter / Grinder,12/06/2025,morning,2025-06-12 11:50:48.927682,254,
992,2025-06-12 11:50:48.989614,0,Fitter / Fabricator,12/06/2025,morning,2025-06-12 11:50:48.989615,254,
993,2025-06-12 11:50:49.051656,0,Rigger / Helper,12/06/2025,morning,2025-06-12 11:50:49.051657,254,
994,2025-06-12 11:50:49.113729,0,Signal Man / Fire Man,12/06/2025,morning,2025-06-12 11:50:49.11373,254,
995,2025-06-12 11:50:49.175709,0,Daily Wage Labour,12/06/2025,morning,2025-06-12 11:50:49.17571,254,
996,2025-06-12 11:50:49.238062,0,Others,12/06/2025,morning,2025-06-12 11:50:49.238063,254,
997,2025-06-12 11:51:20.093373,0,Welder / Gas Cutter / Grinder,12/06/2025,afternoon,2025-06-12 11:51:20.093375,254,
998,2025-06-12 11:51:20.156902,0,Fitter / Fabricator,12/06/2025,afternoon,2025-06-12 11:51:20.156903,254,
999,2025-06-12 11:51:20.220446,0,Rigger / Helper,12/06/2025,afternoon,2025-06-12 11:51:20.220447,254,
1000,2025-06-12 11:51:20.284006,0,Signal Man / Fire Man,12/06/2025,afternoon,2025-06-12 11:51:20.284007,254,
1001,2025-06-12 11:51:20.347616,0,Daily Wage Labour,12/06/2025,afternoon,2025-06-12 11:51:20.347617,254,
1002,2025-06-12 11:51:20.411687,0,Others,12/06/2025,afternoon,2025-06-12 11:51:20.411688,254,
1003,2025-06-13 05:18:00.081016,1,Fitter / Fabricator,13/06/2025,morning,2025-06-13 05:18:00.081017,250,
1004,2025-06-13 05:18:00.145342,2,Rigger / Helper,13/06/2025,morning,2025-06-13 05:18:00.145343,250,
1005,2025-06-13 05:18:00.210234,0,Welder / Gas Cutter / Grinder,13/06/2025,morning,2025-06-13 05:18:00.210236,250,
1006,2025-06-13 05:18:00.274299,0,Signal Man / Fire Man,13/06/2025,morning,2025-06-13 05:18:00.274301,250,
1007,2025-06-13 05:18:00.338436,0,Daily Wage Labour,13/06/2025,morning,2025-06-13 05:18:00.338438,250,
1008,2025-06-13 05:18:00.402563,0,Others,13/06/2025,morning,2025-06-13 05:18:00.402565,250,
1009,2025-06-13 05:20:30.800659,2,Welder / Gas Cutter / Grinder,13/06/2025,morning,2025-06-13 05:20:30.800661,252,
1010,2025-06-13 05:20:30.864903,8,Fitter / Fabricator,13/06/2025,morning,2025-06-13 05:20:30.864904,252,
1011,2025-06-13 05:20:30.928971,8,Rigger / Helper,13/06/2025,morning,2025-06-13 05:20:30.928972,252,
1012,2025-06-13 05:20:30.996967,0,Signal Man / Fire Man,13/06/2025,morning,2025-06-13 05:20:30.996969,252,
1013,2025-06-13 05:20:31.061094,0,Daily Wage Labour,13/06/2025,morning,2025-06-13 05:20:31.061095,252,
1014,2025-06-13 05:20:31.12804,0,Others,13/06/2025,morning,2025-06-13 05:20:31.128041,252,
1015,2025-06-13 08:03:06.342227,1,Fitter / Fabricator,13/06/2025,afternoon,2025-06-13 08:03:06.342228,250,
1016,2025-06-13 08:03:06.405724,2,Rigger / Helper,13/06/2025,afternoon,2025-06-13 08:03:06.405726,250,
1017,2025-06-13 08:03:06.469097,0,Welder / Gas Cutter / Grinder,13/06/2025,afternoon,2025-06-13 08:03:06.469098,250,
1018,2025-06-13 08:03:06.532547,0,Signal Man / Fire Man,13/06/2025,afternoon,2025-06-13 08:03:06.532548,250,
1019,2025-06-13 08:03:06.596234,0,Daily Wage Labour,13/06/2025,afternoon,2025-06-13 08:03:06.596236,250,
1020,2025-06-13 08:03:06.659627,0,Others,13/06/2025,afternoon,2025-06-13 08:03:06.659628,250,
1021,2025-06-13 08:03:54.375025,2,Welder / Gas Cutter / Grinder,13/06/2025,afternoon,2025-06-13 08:03:54.375026,252,
1022,2025-06-13 08:03:54.438471,8,Fitter / Fabricator,13/06/2025,afternoon,2025-06-13 08:03:54.438472,252,
1023,2025-06-13 08:03:54.501875,8,Rigger / Helper,13/06/2025,afternoon,2025-06-13 08:03:54.501876,252,
1024,2025-06-13 08:03:54.565257,0,Signal Man / Fire Man,13/06/2025,afternoon,2025-06-13 08:03:54.565259,252,
1025,2025-06-13 08:03:54.628636,0,Daily Wage Labour,13/06/2025,afternoon,2025-06-13 08:03:54.628637,252,
1026,2025-06-13 08:03:54.692238,0,Others,13/06/2025,afternoon,2025-06-13 08:03:54.69224,252,
1027,2025-06-13 14:49:16.975111,0,Welder / Gas Cutter / Grinder,13/06/2025,morning,2025-06-13 14:49:16.975112,253,
1028,2025-06-13 14:49:17.036789,0,Fitter / Fabricator,13/06/2025,morning,2025-06-13 14:49:17.03679,253,
1029,2025-06-13 14:49:17.09832,0,Rigger / Helper,13/06/2025,morning,2025-06-13 14:49:17.098321,253,
1030,2025-06-13 14:49:17.159943,0,Signal Man / Fire Man,13/06/2025,morning,2025-06-13 14:49:17.159944,253,
1031,2025-06-13 14:49:17.221521,0,Daily Wage Labour,13/06/2025,morning,2025-06-13 14:49:17.221522,253,
1032,2025-06-13 14:49:17.283107,0,Others,13/06/2025,morning,2025-06-13 14:49:17.283108,253,
1033,2025-06-13 14:49:45.073959,0,Welder / Gas Cutter / Grinder,13/06/2025,afternoon,2025-06-13 14:49:45.07396,253,
1034,2025-06-13 14:49:45.135586,0,Fitter / Fabricator,13/06/2025,afternoon,2025-06-13 14:49:45.135588,253,
1035,2025-06-13 14:49:45.19712,0,Rigger / Helper,13/06/2025,afternoon,2025-06-13 14:49:45.197122,253,
1036,2025-06-13 14:49:45.258708,0,Signal Man / Fire Man,13/06/2025,afternoon,2025-06-13 14:49:45.258709,253,
1037,2025-06-13 14:49:45.320401,0,Daily Wage Labour,13/06/2025,afternoon,2025-06-13 14:49:45.320402,253,
1038,2025-06-13 14:49:45.382041,0,Others,13/06/2025,afternoon,2025-06-13 14:49:45.382042,253,
1039,2025-06-13 14:52:10.350424,0,Welder / Gas Cutter / Grinder,13/06/2025,morning,2025-06-13 14:52:10.350426,254,
1040,2025-06-13 14:52:10.412255,0,Fitter / Fabricator,13/06/2025,morning,2025-06-13 14:52:10.412256,254,
1041,2025-06-13 14:52:10.473827,0,Rigger / Helper,13/06/2025,morning,2025-06-13 14:52:10.473829,254,
1042,2025-06-13 14:52:10.535401,0,Signal Man / Fire Man,13/06/2025,morning,2025-06-13 14:52:10.535403,254,
1043,2025-06-13 14:52:10.59696,0,Daily Wage Labour,13/06/2025,morning,2025-06-13 14:52:10.596961,254,
1044,2025-06-13 14:52:10.658496,0,Others,13/06/2025,morning,2025-06-13 14:52:10.658498,254,
1045,2025-06-13 14:52:35.168906,0,Welder / Gas Cutter / Grinder,13/06/2025,afternoon,2025-06-13 14:52:35.168907,254,
1046,2025-06-13 14:52:35.233838,0,Fitter / Fabricator,13/06/2025,afternoon,2025-06-13 14:52:35.233839,254,
1047,2025-06-13 14:52:35.298812,0,Rigger / Helper,13/06/2025,afternoon,2025-06-13 14:52:35.298813,254,
1048,2025-06-13 14:52:35.36373,0,Signal Man / Fire Man,13/06/2025,afternoon,2025-06-13 14:52:35.363732,254,
1049,2025-06-13 14:52:35.42863,0,Daily Wage Labour,13/06/2025,afternoon,2025-06-13 14:52:35.428632,254,
1050,2025-06-13 14:52:35.493602,0,Others,13/06/2025,afternoon,2025-06-13 14:52:35.493603,254,
1051,2025-06-14 04:56:23.478867,2,Welder / Gas Cutter / Grinder,14/06/2025,morning,2025-06-14 04:56:23.478868,252,
1052,2025-06-14 04:56:23.54338,8,Fitter / Fabricator,14/06/2025,morning,2025-06-14 04:56:23.543382,252,
1053,2025-06-14 04:56:23.60788,8,Rigger / Helper,14/06/2025,morning,2025-06-14 04:56:23.607882,252,
1054,2025-06-14 04:56:23.672293,0,Signal Man / Fire Man,14/06/2025,morning,2025-06-14 04:56:23.672294,252,
